,id_nombre,nombre,id_ciudad,ciudad,categories,analisis_sentimientos,puntuacion_usuarios,anio,Good_Punctuation
583,29cc,Sam's Gyros and Seafood,9EV3,San Petersburgo,"Food, Seafood, Restaurants, Desserts, Mediterranean, Cajun/Creole, Sandwiches",1.0,5.0,2019,True
585,29f0,Stacie's Cottage Cafe,9EV3,San Petersburgo,"Coffee & Tea, Cafes, Breakfast & Brunch, Restaurants, Sandwiches, Food",1.0,4.3,2019,True
616,2cbd,Curious Cat Bakery,9EV3,San Petersburgo,"Bakeries, Food, Patisserie/Cake Shop, Restaurants, Event Planning & Services, Vegan, Caterers",1.0,5.0,2019,True
634,2e19,A Fresh Connection Cafe and Bakery,9EV3,San Petersburgo,"Cafes, Coffee & Tea, Bakeries, Restaurants, Food",1.0,5.0,2019,True
641,2f0e,Chuck E. Cheese,9EV3,San Petersburgo,"Books, Mags, Music & Video, Indoor Playcentre, Arcades, Arts & Entertainment, Venues & Event Spaces, Videos & Video Game Rental, Party & Event Planning, Active Life, Event Planning & Services, Restaurants, Shopping, Pizza, Kids Activities",1.0,3.5,2019,False
677,3156,Mad Fish,9EV3,San Petersburgo,"Restaurants, American (Traditional), Steakhouses, Seafood",1.0,4.5,2019,True
687,31e2,St Pete Taco Lady,9EV3,San Petersburgo,"Restaurants, Food Trucks, Tex-Mex, Mexican, Food, Tacos",0.5,3.0,2019,False
693,325a,"Westshore Pizza Southside, Inc",9EV3,San Petersburgo,"Restaurants, Pizza",1.0,3.2,2019,False
699,32a5,Hawthorne Bottle Shoppe,9EV3,San Petersburgo,"Delis, Restaurants, Nightlife, Wine Bars, Bars, Beer Bar, Breakfast & Brunch",1.0,4.0,2019,True
743,359a,Kalina's Coffee & European Food,9EV3,San Petersburgo,"Restaurants, Delis, Modern European, Coffee & Tea, Food",1.0,5.0,2019,True
758,36af,The Mill Restaurant,9EV3,San Petersburgo,"Breakfast & Brunch, American (New), Bars, Lounges, Restaurants, Nightlife",1.0,4.2,2019,True
766,37d2,Mastry's,9EV3,San Petersburgo,"Bars, Restaurants, Nightlife, American (Traditional)",1.0,2.5,2019,False
768,37dd,Pineapple Espresso,9EV3,San Petersburgo,"Coffee & Tea, Food, Breakfast & Brunch, Restaurants, Fast Food",1.0,4.9,2019,True
783,389f,Stillwaters Tavern,9EV3,San Petersburgo,"Bars, American (New), Restaurants, Food, Nightlife, American (Traditional), Seafood",1.0,3.9,2019,False
806,3aae,The Galley,9EV3,San Petersburgo,"Seafood, Breakfast & Brunch, Beer Bar, Gastropubs, Cocktail Bars, Restaurants, Pubs, Bars, Nightlife",1.0,4.5,2019,True
816,3b7a,Flute and Dram,9EV3,San Petersburgo,"Bars, Champagne Bars, Russian, Whiskey Bars, Restaurants, Nightlife",1.0,3.6,2019,False
830,3c6d,Yaya's Flame Broiled Chicken,9EV3,San Petersburgo,"Salad, Restaurants, Sandwiches, Chicken Shop",1.0,3.4,2019,False
872,4068,The Joint St. Pete,9EV3,San Petersburgo,"Bars, Sports Bars, Restaurants, Burgers, Dive Bars, Nightlife",1.0,3.4,2019,False
876,40a9,Trophy Fish,9EV3,San Petersburgo,"Nightlife, Bars, Seafood, Restaurants",1.0,4.0,2019,True
888,41bd,The Burg Bar & Grill,9EV3,San Petersburgo,"American (New), Nightlife, Restaurants, Bars, Food, Beer, Wine & Spirits, American (Traditional)",1.0,4.6,2019,True
894,4242,Sushi Rock Grill,9EV3,San Petersburgo,"Restaurants, Sushi Bars",1.0,4.4,2019,True
943,458d,Zaytoon Grill,9EV3,San Petersburgo,"Mediterranean, Restaurants",1.0,4.4,2019,True
965,46ad,Smiley's Deli,9EV3,San Petersburgo,"Delis, Specialty Food, Restaurants, Food, Ethnic Food, Desserts, Latin American, Sandwiches",1.0,4.8,2019,True
966,46b7,Cafe Mozart,9EV3,San Petersburgo,"Food, Restaurants, Bakeries, Cafes",1.0,3.9,2019,False
974,4750,Spring Garden Family Restaurant,9EV3,San Petersburgo,"Restaurants, American (New), Comfort Food, Breakfast & Brunch",1.0,3.0,2019,False
979,47dd,Oishi,9EV3,San Petersburgo,"Sushi Bars, Japanese, Steakhouses, Restaurants",1.0,3.9,2019,False
1012,4b33,Serbian Mediteran Restaurant,9EV3,San Petersburgo,"Restaurants, Fast Food, Mediterranean",1.0,5.0,2019,True
1022,4bde,Mazzaro's Italian Market,9EV3,San Petersburgo,"Specialty Food, Delis, Coffee Roasteries, Butcher, Meat Shops, Food, Restaurants, Grocery, Italian",1.0,4.7,2019,True
1068,4fff,Sunset Grille,9EV3,San Petersburgo,"American (Traditional), Restaurants, Burgers",1.0,4.3,2019,True
1093,5183,Mini Restaurant,9EV3,San Petersburgo,"Restaurants, Live/Raw Food, Chinese, Cajun/Creole, Seafood",1.0,5.0,2019,True
1095,5191,Gratzzi Italian Grille,9EV3,San Petersburgo,"Restaurants, Italian",1.0,3.9,2019,False
1129,53e7,Skyway Jack's,9EV3,San Petersburgo,"Breakfast & Brunch, Restaurants",1.0,3.4,2019,False
1151,55ab,Chicago Deli,9EV3,San Petersburgo,"Restaurants, Delis",1.0,4.0,2019,True
1166,5687,Berlins Doener,9EV3,San Petersburgo,"Restaurants, Kebab, German",1.0,4.4,2019,True
1170,5713,Cobbster's Kitchen & Bar,9EV3,San Petersburgo,"Restaurants, Dinner Theater, Burgers, Pizza",1.0,3.5,2019,False
1178,5804,Blue Nile,9EV3,San Petersburgo,"Restaurants, Food, Grocery, Burgers, Soul Food",1.0,5.0,2019,True
1217,5a28,Mini Doughnut Factory,9EV3,San Petersburgo,"Donuts, Restaurants, Food, Coffee & Tea, Desserts, Cafes",1.0,4.7,2019,True
1218,5a2b,PoFolks,9EV3,San Petersburgo,"American (Traditional), Restaurants, American (New), Southern",1.0,3.6,2019,False
1233,5b58,Simply Delicious - Country Market & Deli,9EV3,San Petersburgo,"Restaurants, Delis, Cuban, Sandwiches, Spanish",1.0,5.0,2019,True
1240,5bc8,Pasadena Bar & Grill,9EV3,San Petersburgo,"American (Traditional), Restaurants, Sandwiches, Breakfast & Brunch",1.0,5.0,2019,True
1248,5c52,Thai Wok,9EV3,San Petersburgo,"Thai, Restaurants",1.0,4.2,2019,True
1263,5d72,Brass Bowl Kitchen & Juicery,9EV3,San Petersburgo,"Acai Bowls, Juice Bars & Smoothies, Restaurants, American (New), Gluten-Free, Food",1.0,4.0,2019,True
1286,5ed9,Dr. BBQ,9EV3,San Petersburgo,"Restaurants, Wine Bars, Southern, Barbeque, Cocktail Bars, Bars, Nightlife, American (Traditional), Breakfast & Brunch, Comfort Food",1.0,3.7,2019,False
1299,5fbc,Highstone Cafe,9EV3,San Petersburgo,"Diners, Breakfast & Brunch, Restaurants, Cafes, American (Traditional), Local Flavor, Food",1.0,5.0,2019,True
1301,5fdb,Renzo's - Saint Petersburg,9EV3,San Petersburgo,"Nightlife, Restaurants, Wine Bars, Argentine, Steakhouses, Bars",1.0,4.2,2019,True
1315,6128,Pizza Box,9EV3,San Petersburgo,"American (New), Pizza, Restaurants, Local Flavor, Vegetarian",1.0,4.4,2019,True
1321,6164,Datz - St. Pete,9EV3,San Petersburgo,"Breakfast & Brunch, American (Traditional), Gastropubs, Restaurants",1.0,3.5,2019,False
1324,61ba,Doe Doe's Diner,9EV3,San Petersburgo,"Coffee & Tea, Breakfast & Brunch, Restaurants, Food",1.0,4.1,2019,True
1330,622f,The Big Catch at Salt Creek,9EV3,San Petersburgo,"Bars, Cocktail Bars, Nightlife, Seafood, Restaurants",1.0,3.1,2019,False
1333,6252,Parkshore Grill,9EV3,San Petersburgo,"Caterers, American (New), Food, Seafood, American (Traditional), Restaurants, Event Planning & Services, Steakhouses",1.0,4.3,2019,True
1340,62c3,Mario's NY Pizza,9EV3,San Petersburgo,"Restaurants, Pizza",1.0,3.5,2019,False
1369,6564,Pipo's To Go,9EV3,San Petersburgo,"Cuban, Restaurants, Sandwiches, Breakfast & Brunch",1.0,4.3,2019,True
1380,6607,Southside Coffee,9EV3,San Petersburgo,"Coffee & Tea, Cafes, Food, Restaurants",1.0,4.7,2019,True
1382,6655,Kahwa Coffee,9EV3,San Petersburgo,"Desserts, Food, Coffee & Tea, Sandwiches, Restaurants",1.0,4.3,2019,True
1384,6675,Oak & Stone - St. Petersburg,9EV3,San Petersburgo,"Restaurants, Bars, Beer Bar, American (Traditional), Pizza, Nightlife",1.0,3.8,2019,False
1389,66e0,The Melting Pot,9EV3,San Petersburgo,"American (New), Fondue, Gluten-Free, Restaurants, Salad",1.0,4.0,2019,True
1401,6806,Engine No 9,9EV3,San Petersburgo,"American (Traditional), Food, Burgers, Nightlife, Food Delivery Services, Sports Bars, Cajun/Creole, Bars, Restaurants, American (New), Pubs",1.0,4.5,2019,True
1402,6810,Banyan Cafe And Catering,9EV3,San Petersburgo,"Cafes, Food, Caterers, Coffee & Tea, Event Planning & Services, Restaurants, Sandwiches, Breakfast & Brunch",1.0,3.4,2019,False
1416,68ea,D'exclusive Flavor,9EV3,San Petersburgo,"Breakfast & Brunch, Cuban, Mexican, Pizza, Restaurants, Sandwiches",1.0,3.0,2019,False
1429,6a7c,Room 901,9EV3,San Petersburgo,"Whiskey Bars, Wine Bars, Restaurants, Bars, American (Traditional), Beer Bar, Pubs, Nightlife",1.0,3.8,2019,False
1435,6af8,Dairy Inn,9EV3,San Petersburgo,"Restaurants, Ice Cream & Frozen Yogurt, Chicken Wings, Food, Sandwiches, Hot Dogs, Comfort Food, Burgers",1.0,3.2,2019,False
1457,6c1b,Athenian Garden,9EV3,San Petersburgo,"Greek, Restaurants",1.0,3.9,2019,False
1461,6c76,Harbor Master Tiki Grille,9EV3,San Petersburgo,"Seafood, Restaurants, Sandwiches, American (Traditional)",1.0,4.0,2019,True
1465,6cc4,The Queenshead Eurobar,9EV3,San Petersburgo,"Bars, British, Breakfast & Brunch, Nightlife, Pubs, American (Traditional), Gastropubs, Restaurants",1.0,3.7,2019,False
1479,6d92,Paisano's Pizza N Pasta,9EV3,San Petersburgo,"Restaurants, Nightlife, Bars, Pizza, Italian",1.0,4.1,2019,True
1482,6db2,Beau & Mo's Italian Eating House,9EV3,San Petersburgo,"Steakhouses, Restaurants, American (New), Italian",1.0,4.1,2019,True
1493,6e5a,Gyros & Seafood Express,9EV3,San Petersburgo,"Restaurants, Seafood, Greek, Chicken Wings",1.0,3.7,2019,False
1496,6e93,Courigan's Irish Pub,9EV3,San Petersburgo,"Bars, Restaurants, Pubs, Irish, Nightlife, Irish Pub, Sports Bars",1.0,4.6,2019,True
1504,6f3a,Periscope Restaurant,9EV3,San Petersburgo,"Hotels, Seafood, Hotels & Travel, Restaurants, Event Planning & Services, Nightlife, Bars, Diners",1.0,2.5,2019,False
1522,713a,Cali - Saint Petersburg,9EV3,San Petersburgo,"Restaurants, Wraps, Juice Bars & Smoothies, Food, American (New), Mediterranean, Breakfast & Brunch, Gluten-Free, Pizza",1.0,4.2,2019,True
1524,7141,Crafty Squirrel,9EV3,San Petersburgo,"Nightlife, Sports Bars, Pizza, Bars, Chicken Wings, Restaurants",1.0,3.4,2019,False
1528,71b5,Ichiban Japanese Restaurant & Sushi Bar,9EV3,San Petersburgo,"Sushi Bars, Japanese, Restaurants, Thai",1.0,4.4,2019,True
1543,72cb,Baseline Bistro,9EV3,San Petersburgo,"Mediterranean, Restaurants, Pizza, American (New), Sandwiches",1.0,5.0,2019,True
1586,75bd,China Crossings,9EV3,San Petersburgo,"Restaurants, Chinese",1.0,2.9,2019,False
1588,7609,Paulo's Pizza,9EV3,San Petersburgo,"Restaurants, Pizza",1.0,3.8,2019,False
1592,765c,Alésia Restaurant,9EV3,San Petersburgo,"Restaurants, Vietnamese, French, Chinese",1.0,4.4,2019,True
1593,7667,Blowfish Bar & Grill,9EV3,San Petersburgo,"Bars, Nightlife, Music Venues, Seafood, American (Traditional), Restaurants, Arts & Entertainment, American (New)",1.0,1.0,2019,False
1605,7794,Hong Kong Restaurant,9EV3,San Petersburgo,"Restaurants, Chinese",1.0,4.0,2019,True
1616,786a,Big Apple Buffet 2,9EV3,San Petersburgo,"Buffets, Restaurants",1.0,3.5,2019,False
1637,79f9,Leafy Greens Cafe,9EV3,San Petersburgo,"Soup, Gluten-Free, Breakfast & Brunch, Vegetarian, Vegan, Restaurants",1.0,4.1,2019,True
1688,7e05,Green Light Bar,9EV3,San Petersburgo,"Bars, Nightlife, Restaurants, Sushi Bars, Food, Coffee & Tea",1.0,4.1,2019,True
1689,7e22,The Avenue DTSP,9EV3,San Petersburgo,"Dive Bars, Burgers, Cocktail Bars, American (Traditional), American (New), Bars, Restaurants, Nightlife",1.0,3.6,2019,False
1691,7e4a,Cafe Masala,9EV3,San Petersburgo,"Indian, Restaurants, Food, Specialty Food",1.0,4.0,2019,True
1715,7fcb,Shep's Food Mart,9EV3,San Petersburgo,"Grocery, Delis, Food, Beer, Wine & Spirits, Restaurants",0.5,4.0,2019,True
1734,815b,Alto Mare Fish Bar,9EV3,San Petersburgo,"Restaurants, Seafood",1.0,4.5,2019,True
1747,823d,The Deck Bar & Grille,9EV3,San Petersburgo,"Restaurants, Bars, American (New), Nightlife, American (Traditional), Pubs",1.0,3.2,2019,False
1749,8265,Sushi Sho Rexley,9EV3,San Petersburgo,"Restaurants, Sushi Bars",1.0,4.6,2019,True
1751,82b1,The Hideaway Pizza Pub,9EV3,San Petersburgo,"Nightlife, Pizza, Pubs, Bars, Restaurants",1.0,3.0,2019,False
1799,8635,Luckie B's,9EV3,San Petersburgo,"Barbeque, Restaurants",1.0,3.0,2019,False
1801,8648,Mori Sushi,9EV3,San Petersburgo,"Japanese, Restaurants, Sushi Bars, Steakhouses",1.0,3.1,2019,False
1802,8671,Umami Sushi. Hibachi,9EV3,San Petersburgo,"Sushi Bars, Nightlife, Restaurants, Cocktail Bars, Japanese, Asian Fusion, Bars",1.0,4.4,2019,True
1818,8803,Crab Shack Restaurant,9EV3,San Petersburgo,"Seafood, Restaurants",1.0,3.8,2019,False
1825,885f,Thirsty First,9EV3,San Petersburgo,"Breakfast & Brunch, Nightlife, Restaurants, Gastropubs, American (Traditional), Bars",1.0,4.2,2019,True
1831,88b9,Trader Joe's,9EV3,San Petersburgo,"Beer, Wine & Spirits, Florists, Grocery, Vegan, Flowers & Gifts, Kosher, Restaurants, Specialty Food, Shopping, Food",1.0,4.7,2019,True
1839,8927,St. Petersburg Yacht Club,9EV3,San Petersburgo,"Event Planning & Services, Restaurants, American (Traditional), Active Life, Venues & Event Spaces, Boating",1.0,3.5,2019,False
1863,8ad7,Stone Soup Cafe,9EV3,San Petersburgo,"Nightlife, Sandwiches, Soup, Salad, Restaurants, Bars, Food, Beer Bar, Pubs, Beer, Wine & Spirits, British",1.0,4.3,2019,True
1870,8b45,Brew D Licious,9EV3,San Petersburgo,"Local Flavor, Cafes, Coffee & Tea, Restaurants, Food",1.0,4.6,2019,True
1881,8bf0,Cedars Grill,9EV3,San Petersburgo,"Restaurants, Mediterranean",1.0,4.6,2019,True
1905,8d66,Darrell and Sharon's Park Street Diner,9EV3,San Petersburgo,"American (Traditional), Breakfast & Brunch, Restaurants",1.0,4.0,2019,True
1922,8e6f,Clay Oven,9EV3,San Petersburgo,"Buffets, Restaurants, Mediterranean, Pakistani, Indian",0.5,2.5,2019,False
1929,8efb,InVision Creative Cafe,9EV3,San Petersburgo,"Nightlife, Restaurants, Audio/Visual Equipment Rental, Arts & Entertainment, Shared Office Spaces, Music Venues, Party Equipment Rentals, Food, Real Estate, Coffee & Tea, Event Planning & Services, Home Services, Cafes",1.0,1.0,2019,False
1934,8f64,Kahuna's Bar And Grill,9EV3,San Petersburgo,"Burgers, Sports Bars, Mexican, Nightlife, Restaurants, Bars",1.0,3.5,2019,False
1964,921a,Tom + Chee,9EV3,San Petersburgo,"Gluten-Free, Vegetarian, Soup, Restaurants, Sandwiches, American (New)",0.5,1.0,2019,False
1970,9281,Sangwich Block,9EV3,San Petersburgo,"Restaurants, Sandwiches",1.0,4.5,2019,True
1972,928e,Station House,9EV3,San Petersburgo,"Caterers, Nightlife, Home Services, Bars, American (New), Restaurants, Venues & Event Spaces, Hotels & Travel, Hotels, Real Estate, Coffee & Tea, Event Planning & Services, Tapas/Small Plates, Cocktail Bars, Food, Shared Office Spaces",1.0,4.0,2019,True
1979,9313,PDQ St. Petersburg,9EV3,San Petersburgo,"Fast Food, American (Traditional), Chicken Wings, Salad, Sandwiches, American (New), Food, Chicken Shop, Restaurants",1.0,4.0,2019,True
2020,95f1,No Vacancy,9EV3,San Petersburgo,"Lounges, Bars, Nightlife, Restaurants, Bar Crawl",1.0,3.5,2019,False
2031,9668,Crab House,9EV3,San Petersburgo,"Restaurants, Seafood",1.0,2.0,2019,False
2055,9857,Big Apple Buffet,9EV3,San Petersburgo,"Restaurants, Chinese, Buffets, Sushi Bars",1.0,2.8,2019,False
2056,985e,German Knodle,9EV3,San Petersburgo,"German, Food, Cafes, Juice Bars & Smoothies, Restaurants, Salad, Sandwiches, Burgers",1.0,4.9,2019,True
2058,989d,Hooks Sushi Bar & Thai Food,9EV3,San Petersburgo,"Chinese, Japanese, Sushi Bars, Restaurants, Thai",1.0,4.0,2019,True
2066,9946,Sila Thai Restaurant,9EV3,San Petersburgo,"Noodles, Restaurants, Thai, Food",1.0,4.0,2019,True
2077,99e3,Schakolad Chocolate Factory,9EV3,San Petersburgo,"Food, Coffee & Tea, Specialty Food, Chocolatiers & Shops, Restaurants, Desserts",1.0,4.3,2019,True
2127,9da1,Love Food Central,9EV3,San Petersburgo,"Gluten-Free, Restaurants, Comfort Food, Vegetarian, Vegan",1.0,4.9,2019,True
2140,9f01,The Frog Pond,9EV3,San Petersburgo,"Breakfast & Brunch, Restaurants",1.0,4.5,2019,True
2147,9f63,Muddy Water Kava & Tea,9EV3,San Petersburgo,"Nightlife, Restaurants, Cafes, Coffee & Tea, Bars, Lounges, Food, Tea Rooms",1.0,4.5,2019,True
2153,a021,Kissin' Cuzzins,9EV3,San Petersburgo,"Restaurants, Breakfast & Brunch, Diners, Sandwiches, Wraps",1.0,4.1,2019,True
2160,a0a6,City's Bistro,9EV3,San Petersburgo,"Breakfast & Brunch, Restaurants, Delis, Sandwiches, Wraps",1.0,4.6,2019,True
2168,a12c,Munch's Sundries & Restaurant,9EV3,San Petersburgo,"Sandwiches, Restaurants, Breakfast & Brunch",1.0,4.6,2019,True
2171,a172,Krispy Krab,9EV3,San Petersburgo,"Seafood, Restaurants",1.0,4.5,2019,True
2187,a263,Baum Ave Market,9EV3,San Petersburgo,"Sandwiches, Acai Bowls, Nightlife, Restaurants, Mediterranean, Food Court, Vegetarian, Food, Bars, Juice Bars & Smoothies",1.0,4.6,2019,True
2194,a303,Iberian Rooster,9EV3,San Petersburgo,"Restaurants, Portuguese",1.0,3.1,2019,False
2220,a582,Beantown Pub South,9EV3,San Petersburgo,"Bars, Nightlife, Sports Bars, Food, Burgers, Beer, Wine & Spirits, Restaurants",1.0,2.3,2019,False
2223,a5be,Athenian's Gyros & Chicken,9EV3,San Petersburgo,"Middle Eastern, Greek, Restaurants, Mediterranean",1.0,3.6,2019,False
2252,a82a,Portofino Italian Ristorante,9EV3,San Petersburgo,"Pizza, Restaurants, Food Delivery Services, Italian, Breakfast & Brunch, Food",1.0,4.3,2019,True
2256,a84b,Mr Sushi,9EV3,San Petersburgo,"Japanese, Restaurants, Teppanyaki, Asian Fusion, Sushi Bars, Noodles, Soup",1.0,4.0,2019,True
2261,a8be,Thuy Cafe,9EV3,San Petersburgo,"Bubble Tea, Vietnamese, Restaurants, Food, Sandwiches",1.0,4.5,2019,True
2278,a9e4,PIN Wok&Bowl,9EV3,San Petersburgo,"Thai, Asian Fusion, Sushi Bars, Restaurants",1.0,4.4,2019,True
2295,ab95,Hops and Props,9EV3,San Petersburgo,"Bars, American (New), Nightlife, Restaurants, American (Traditional), Caterers, Event Planning & Services, Beer Bar",1.0,4.1,2019,True
2300,abf5,PB & Jelly Deli,9EV3,San Petersburgo,"Sandwiches, Food, Restaurants, Caterers, Food Trucks, Delis, Event Planning & Services",1.0,5.0,2019,True
2313,acc1,The Getaway,9EV3,San Petersburgo,"Cocktail Bars, Seafood, American (Traditional), Restaurants, Local Flavor, Food, Bars, Breakfast & Brunch, Beer, Wine & Spirits, Burgers, Tiki Bars, Nightlife",1.0,3.5,2019,False
2351,b029,Casita Taqueria,9EV3,San Petersburgo,"Mexican, Restaurants",1.0,4.5,2019,True
2359,b0af,The Getaway Maximo Marina,9EV3,San Petersburgo,"Nightlife, American (Traditional), Cocktail Bars, Bars, Restaurants",1.0,3.3,2019,False
2375,b19a,Reading Room Restaurant,9EV3,San Petersburgo,"Italian, American (New), American (Traditional), Bars, Nightlife, Food, Vegetarian, Cocktail Bars, Wine Bars, Restaurants, Gluten-Free, Coffee & Tea",1.0,4.7,2019,True
2398,b2fc,Kristina's Cafe,9EV3,San Petersburgo,"American (Traditional), Restaurants, Diners",1.0,4.3,2019,True
2399,b301,Hook's on 4th,9EV3,San Petersburgo,"Sushi Bars, Restaurants, Thai, Korean",1.0,4.2,2019,True
2406,b34e,Banyan Cafe & Catering,9EV3,San Petersburgo,"Food, Breakfast & Brunch, Coffee & Tea, Restaurants",1.0,3.7,2019,False
2408,b36c,Pacific Counter,9EV3,San Petersburgo,"Sushi Bars, Poke, Restaurants, Hawaiian, Asian Fusion, Food",1.0,4.9,2019,True
2426,b4ee,Bodega,9EV3,San Petersburgo,"Spanish, Cafes, Cuban, Latin American, Juice Bars & Smoothies, Food, Coffee & Tea, Restaurants",1.0,4.6,2019,True
2428,b51f,SOHO Juice Co.,9EV3,San Petersburgo,"Juice Bars & Smoothies, Restaurants, Food, Vegetarian, Acai Bowls, Vegan, Salad, Live/Raw Food",1.0,4.0,2019,True
2435,b5f0,Tyrone Restaurant,9EV3,San Petersburgo,"Restaurants, Breakfast & Brunch, American (New), American (Traditional), Cafes",1.0,4.7,2019,True
2457,b777,The Surly Mermaid,9EV3,San Petersburgo,"Food, Seafood, American (Traditional), Burgers, Fish & Chips, Restaurants, Food Trucks, Sandwiches",1.0,4.5,2019,True
2479,b95c,Hamburger Marys,9EV3,San Petersburgo,"Burgers, Bars, Adult Entertainment, Restaurants, Cabaret, Arts & Entertainment, Nightlife",0.5,2.2,2019,False
2499,badd,Old Earth Pure ORGANIC Food,9EV3,San Petersburgo,"Salad, Live/Raw Food, Vegan, Health Markets, Juice Bars & Smoothies, Restaurants, Specialty Food, Food",1.0,5.0,2019,True
2501,baf2,Top Slice Pizzeria,9EV3,San Petersburgo,"Restaurants, Pizza",1.0,3.6,2019,False
2513,bbe0,WEPA Cocina de Puerto Rico,9EV3,San Petersburgo,"Caribbean, Puerto Rican, Latin American, Restaurants",1.0,4.0,2019,True
2549,be49,Babalu,9EV3,San Petersburgo,"Nightlife, Burgers, Bars, American (Traditional), Restaurants",1.0,2.0,2019,False
2562,bf95,Side Door Deli,9EV3,San Petersburgo,"Delis, Restaurants",1.0,5.0,2019,True
2586,c178,Big C's BBQ,9EV3,San Petersburgo,"Desserts, Salad, Food, Barbeque, Sandwiches, Restaurants",1.0,5.0,2019,True
2590,c1e4,Derby Lane,9EV3,San Petersburgo,"Arts & Entertainment, Restaurants, Steakhouses",1.0,3.0,2019,False
2620,c43b,Dragon Phoenix Chinese,9EV3,San Petersburgo,"Chinese, Restaurants",1.0,3.3,2019,False
2635,c5d3,Burger 21 - St. Petersburg,9EV3,San Petersburgo,"Restaurants, American (Traditional), Burgers",1.0,3.2,2019,False
2664,c7b0,Tropez St. Pete,9EV3,San Petersburgo,"Nightlife, Breakfast & Brunch, Restaurants, Bars, Tapas/Small Plates, Cocktail Bars",1.0,4.3,2019,True
2676,c820,Joey Brooklyn's Famous Pizza Kitchen,9EV3,San Petersburgo,"Sandwiches, Pizza, Restaurants, Salad",1.0,3.7,2019,False
2694,c974,Yummy Thai,9EV3,San Petersburgo,"Thai, Restaurants",1.0,4.2,2019,True
2695,c979,Flippers Pizzeria,9EV3,San Petersburgo,"Pizza, Food, Restaurants, Salad, Sandwiches, Italian",1.0,3.8,2019,False
2702,c9b6,MNM BBQ,9EV3,San Petersburgo,"Salad, Event Planning & Services, Bars, Sandwiches, Restaurants, Barbeque, Food Delivery Services, Food Trucks, Food, Beer Bar, Nightlife, Caterers",1.0,4.8,2019,True
2742,ccc6,Burrito Boarder,9EV3,San Petersburgo,"Food, Restaurants, Specialty Food, Mexican",1.0,2.0,2019,False
2801,d1d1,The Left Bank Bistro,9EV3,San Petersburgo,"Coffee & Tea, Food, French, Restaurants, Breakfast & Brunch, Bars, Nightlife",1.0,4.1,2019,True
2807,d250,Lil Net’s Home Style Cooking,9EV3,San Petersburgo,"Soul Food, American (Traditional), Restaurants",1.0,3.8,2019,False
2819,d3e3,Limon Loco Fresh Mexican Grill,9EV3,San Petersburgo,"New Mexican Cuisine, Tex-Mex, Food Delivery Services, Specialty Food, Pizza, Food, Mexican, Fast Food, Restaurants",0.5,1.0,2019,False
2851,d639,Biff Burger & Buffy's BBQ,9EV3,San Petersburgo,"Burgers, Restaurants, Nightlife, Barbeque, Bars",0.5,1.4,2019,False
2882,d897,Sab Cafe,9EV3,San Petersburgo,"Vietnamese, Cafes, Restaurants, Asian Fusion, Thai",1.0,4.5,2019,True
2885,d8c1,Aroy Thai and Sushi,9EV3,San Petersburgo,"Thai, Asian Fusion, Restaurants, Soup, Salad, Sushi Bars",1.0,3.9,2019,False
2889,d8d9,Cakes by Carolynn A Special Touch,9EV3,San Petersburgo,"Bakeries, Restaurants, Food",1.0,3.7,2019,False
2896,d98f,La Deja Vu Bistro,9EV3,San Petersburgo,"Food, Restaurants, Donuts, Ice Cream & Frozen Yogurt, Modern European, Breakfast & Brunch, Coffee & Tea, Desserts, Specialty Food, Beer, Wine & Spirits, Sandwiches",1.0,5.0,2019,True
2902,d9e4,China Pearl,9EV3,San Petersburgo,"Restaurants, Chinese, Food Delivery Services, Food, Asian Fusion, Fast Food",1.0,2.0,2019,False
2904,da24,Numex,9EV3,San Petersburgo,"New Mexican Cuisine, Nightlife, Soup, Bars, Food, Wine Bars, Salad, Restaurants, Desserts",1.0,3.9,2019,False
2908,da9a,The Fig Cafe & Hookah Lounge,9EV3,San Petersburgo,"Greek, Hookah Bars, Burgers, Juice Bars & Smoothies, Restaurants, Food, Bars, Cafes, Nightlife, Mediterranean",1.0,5.0,2019,True
2934,dc6a,"JO-EL'S Kosher Deli, Market & Café",9EV3,San Petersburgo,"Restaurants, Sandwiches, Food, Kosher, Delis, Food Delivery Services",1.0,4.5,2019,True
2937,dc85,Mr  Empanada - Saint Petersburg,9EV3,San Petersburgo,"Mediterranean, Latin American, Restaurants, Sandwiches, Spanish, Specialty Food, Food, Empanadas",1.0,5.0,2019,True
2946,dd19,Chile Verde Authentic Mexican Food,9EV3,San Petersburgo,"Restaurants, Mexican",1.0,4.4,2019,True
2974,dfaf,Karma Juice Bar & Eatery - Saint Petersburg,9EV3,San Petersburgo,"Food, Juice Bars & Smoothies, Acai Bowls, Restaurants, Gluten-Free, Breakfast & Brunch, Vegetarian",1.0,4.5,2019,True
2984,e02c,Empire Oyster Bar,9EV3,San Petersburgo,"Nightlife, Party & Event Planning, Food, Seafood, Bars, Caterers, Restaurants, Event Planning & Services, Pop-Up Restaurants",1.0,5.0,2019,True
3021,e2d8,Valhalla Bakery,9EV3,San Petersburgo,"Sandwiches, Vegan, Bakeries, Food, Desserts, Restaurants",1.0,4.8,2019,True
3045,e4d4,Hardee's,9EV3,San Petersburgo,"Restaurants, Fast Food, American (Traditional), Burgers",0.5,1.8,2019,False
3046,e4f2,11 Chicks,9EV3,San Petersburgo,"Latin American, Restaurants, Venezuelan",1.0,4.5,2019,True
