id_centros_hosteleria,centros_hosteleria,direccion,id_condado,condado,codigo_postal_condado,latitud_condado,longitud_condado,id_ciudad,ciudad,codigo_postal_ciudad,latitud_ciudad,longitud_ciudad,estado,categorias,puntuacion_usuarios,analisis_sentimientos,anio
2FHVC,Hillsborough Area Regional Transit,1201 E 7th Ave,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Hotels & Travel, Public Transportation, Transportation",2.5,positivo,2020
IV3SS,Hickory Point RV Park,1181 Anclote Rd,Nq9L,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,3IGC,Tarpon Springs,"34688, 34689",28.1461248,-82.7567679,Florida,"Hotels & Travel, RV Parks",3.5,positivo,2020
OZVM1,Hertz Rent A Car,1102 A East Fowler Ave,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Car Rental, Hotels & Travel",1.5,negativo,2020
PG5J9,Hertz,5405 Airport Service Rd,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Car Rental, Hotels & Travel",2.5,negativo,2020
N098O,Harborside Suites at Little Harbor,536 Bahia Beach Blvd,YvhA,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,D8OX,Ruskin,33570,27.7208633,-82.4331495,Florida,"Restaurants, Event Planning & Services, Caribbean, Hotels & Travel, Venues & Event Spaces, Hotels",3,positivo,2020
FKR64,Happy Hangar Cafe,4241 Birdsong Blvd,cwIb,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,1GQ7,Lutz,"33548, 33549",28.1511243,-82.4614831,Florida,"Education, Burgers, Cafes, Specialty Schools, Tours, Breakfast & Brunch, Flight Instruction, Hotels & Travel, Sandwiches, Restaurants",4,positivo,2020
1T7UZ,Hampton Inn Tampa/Rocky Point-Airport,3035 N Rocky Point Dr E,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Event Planning & Services, Hotels, Hotels & Travel",3,positivo,2020
SY879,Hampton Inn Tampa-International Airport/Westshore,4817 W Laurel St,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Hotels & Travel, Hotels, Event Planning & Services",3,positivo,2020
61BSI,Hilton Garden Inn Tampa North,13305 Tampa Oaks Blvd,4d4r,Hillsborough,33617,27.9967,-82.4381,10h4,Temple Terrace,33617,28.035,-82.383,Florida,"Event Planning & Services, Venues & Event Spaces, Hotels, Hotels & Travel",2.5,positivo,2020
CT58I,Cruisin' Tikis Tampa,1701 N Highland Ave,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Tiki Bars, Bars, Event Planning & Services, Boat Charters, Nightlife, Tours, Hotels & Travel, Boat Tours",4.5,positivo,2020
99LL9,Grady Goat Yoga,12551 W Franklin Rd,c5uS,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,UGDG,Thonotosassa,33592,28.0614065,-82.3023128,Florida,"Vacation Rentals, Arts & Entertainment, Farms, Pets, Event Planning & Services, Hotels & Travel, Venues & Event Spaces, Ranches, Horse Boarding",5,positivo,2020
IO26W,Grand Plaza Hotel,5250 Gulf Blvd,2BPR,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,emDA,St. Pete Beach,33706,27.7428134,-82.7504542,Florida,"Hotels & Travel, Hotels, Event Planning & Services",3,positivo,2020
MDTNO,Hotel Haya,1412 E 7th Ave,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Event Planning & Services, Hotels, Hotels & Travel",4,positivo,2020
H9XW0,Hotel Cabana Clearwater Beach,669 Mandalay Ave,O4uN,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,EXHF,Clearwater Beach,33767,27.972065,-82.8285877,Florida,"Hotels, Event Planning & Services, Hotels & Travel",3.5,positivo,2020
N1V86,Hotel Alba Tampa Tapestry Collection by Hilton,5303 W Kennedy Blvd,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Hotels, Hotels & Travel, Event Planning & Services",3.5,positivo,2020
NESCT,Homewood Suites by Hilton Tampa-Port Richey,11115 US Highway 19 N,S9aR,Pasco,"34637, 34652, 34668",28.3232418,-82.4319405,9LT4,Port Richey,34668,28.2716755,-82.7195451,Florida,"Hotels, Event Planning & Services, Hotels & Travel",3.5,positivo,2020
MM78G,Homewood Suites by Hilton Tampa Airport - Westshore,5325 Avion Park Dr,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Hotels, Event Planning & Services, Hotels & Travel",2.5,positivo,2020
043R7,Homewood Suites by Hilton St. Petersburg Clearwater,2233 Ulmerton Rd,UAIE,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,MCCU,Clearwater,"33755, 33756, 33759",27.9655722,-82.7958948,Florida,"Event Planning & Services, Hotels & Travel, Hotels",3,positivo,2020
NKS2T,Home2 Suites by Hilton Tampa USF Near Busch Gardens,11606 N Mckinley Dr,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Event Planning & Services, Hotels & Travel, Hotels",3.5,positivo,2020
QK7LR,Holiday Inn,521 S. Gulfview Boulevard,O4uN,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,EXHF,Clearwater Beach,33767,27.972065,-82.8285877,Florida,"Event Planning & Services, Resorts, Hotels, Hotels & Travel, Venues & Event Spaces",3.5,positivo,2020
QDGZI,Hilton Tampa Downtown,211 N Tampa St,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Event Planning & Services, Hotels, Hotels & Travel",3,positivo,2020
3SV3Y,General RV Center,13396 US Hwy 92,qnX5,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,O1U7,Dover,33527,27.9941885,-82.2195344,Florida,"Automotive, RV Repair, Auto Parts & Supplies, RV Rental, RV Dealers, Hotels & Travel",2,positivo,2020
RFB3Q,Hampton Inn & Suites Largo,100 E Bay Dr,e3jL,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,LIFE,Largo,"33770, 33771",27.9094665,-82.7873244,Florida,"Hotels & Travel, Event Planning & Services, Hotels",3.5,positivo,2020
ER6HI,Grand Hyatt Tampa Bay,2900 Bayport Dr,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Hotels & Travel, Event Planning & Services, Restaurants, American (New), Hotels",4,positivo,2020
88CII,Hampton Inn & Suites Tampa-Wesley Chapel,2740 Cypress Ridge Blvd,j5qg,Pasco,"34637, 34652, 34668",28.3232418,-82.4319405,CQ72,Wesley Chapel,"33543, 33544",28.240527,-82.3272551,Florida,"Hotels & Travel, Event Planning & Services, Hotels",4,positivo,2020
QGB76,Hampton Inn & Suites Tampa Northwest/Oldsmar,4017 Tampa Rd,WAVo,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,96OP,Oldsmar,34677,28.0341847,-82.6650992,Florida,"Hotels, Hotels & Travel, Event Planning & Services",3.5,positivo,2020
U3NJ4,Hampton Inn & Suites Tampa East,11740 Tampa Gateway Blvd,AiDA,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,JIN0,Seffner,33584,27.9836329,-82.2756468,Florida,"Hotels & Travel, Hotels, Venues & Event Spaces, Event Planning & Services",3.5,negativo,2020
1FCN3,Hampton Inn & Suites Tampa Busch Gardens Area,3333 E Busch Blvd,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Hotels, Hotels & Travel, Event Planning & Services",3,negativo,2020
A139L,Hampton Inn & Suites Tampa Airport Avion Park Westshore,5329 Avion Park Dr,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Event Planning & Services, Hotels, Hotels & Travel",3.5,positivo,2020
MSOO9,Hampton Inn & Suites St. Petersburg/Downtown,80 Beach Dr NE,L0b3,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,p9Ny,St. Petersburg,33701,27.7671271,-82.6384451,Florida,"Hotels, Event Planning & Services, Hotels & Travel, Venues & Event Spaces",4,positivo,2020
WSCPN,Hampton Inn & Suites Port Richey,11050 US Highway 19,S9aR,Pasco,"34637, 34652, 34668",28.3232418,-82.4319405,9LT4,Port Richey,34668,28.2716755,-82.7195451,Florida,"Event Planning & Services, Hotels, Hotels & Travel",4,neutral,2020
KD2ZK,"Hampton Inn & Suites Clearwater/St. Petersburg-Ulmerton Road, FL",4050 Ulmerton Rd,UAIE,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,MCCU,Clearwater,"33755, 33756, 33759",27.9655722,-82.7958948,Florida,"Hotels & Travel, Hotels, Event Planning & Services, Venues & Event Spaces",4,positivo,2020
EOG78,Hampton Inn Dunedin,2641 Michael Pl,AE6H,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,L2T6,Dunedin,34698,28.0197404,-82.7717684,Florida,"Hotels, Event Planning & Services, Hotels & Travel",3.5,positivo,2020
R3XLR,Hampton Inn & Suites Clearwater Beach,635 S Gulfview Blvd,O4uN,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,EXHF,Clearwater Beach,33767,27.972065,-82.8285877,Florida,"Hotels & Travel, Event Planning & Services, Hotels",3.5,positivo,2020
VAL4Y,Grindhaus Brew Lab,"1650 N Hercules Ave, Unit I",UAIE,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,MCCU,Clearwater,"33755, 33756, 33759",27.9655722,-82.7958948,Florida,"Nightlife, Food, Tours, Breweries, Bars, Beer, Wine & Spirits, Beer Bar, Hotels & Travel, Beer Tours",4.5,positivo,2020
7K328,Grand Plaza Hotel & Beach Resort,5250 Gulf Blvd,2BPR,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,emDA,St. Pete Beach,33706,27.7428134,-82.7504542,Florida,"Hotels, Venues & Event Spaces, Wedding Planning, Hotels & Travel, Event Planning & Services",3,positivo,2020
RDKNT,Hampton Inn & Suites Tampa-North,8210 Hidden River Pkwy,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Event Planning & Services, Hotels & Travel, Hotels",4,positivo,2020
0RW52,Crystal Bay Hotel,7401 Central Ave,vV1W,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,KOLOGC,Saint Petersburg,33701,27.7671271,-82.6384451,Florida,"Hotels, Life Coach, Beauty & Spas, Event Planning & Services, Professional Services, Hotels & Travel, Bed & Breakfast, Health Retreats",4.5,positivo,2020
LDQD7,Current Hotel,2545 N Rocky Point Dr,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Hotels & Travel, Hotels, Event Planning & Services",3.5,negativo,2020
2FVJU,Days Inn & Suites,11736 US Hwy 19,S9aR,Pasco,"34637, 34652, 34668",28.3232418,-82.4319405,9LT4,Port Richey,34668,28.2716755,-82.7195451,Florida,"Hotels, Hotels & Travel, Event Planning & Services",3,negativo,2020
Z6U5R,Ace Rent A Car,5405 Airport Service Rd,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Hotels & Travel, Car Rental",2,positivo,2020
2WJ9V,Admiral's Club,Null,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Food, Beer, Wine & Spirits, Airports, Hotels & Travel, Airport Lounges, Nightlife, Bars",3.5,positivo,2020
KUFWE,Airport Direct,"4707 140th Ave N, Ste 207",UAIE,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,MCCU,Clearwater,"33755, 33756, 33759",27.9655722,-82.7958948,Florida,"Hotels & Travel, Transportation, Airport Shuttles",3.5,positivo,2020
KMMX6,Embassy Suites by Hilton Tampa USF Near Busch Gardens,3705 Spectrum Blvd,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Event Planning & Services, Caterers, Hotels & Travel, Hotels",2.5,positivo,2020
7V26E,Embassy Suites by Hilton Tampa Downtown Convention Center,513 S Florida Ave,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Cafes, Hotels & Travel, Hotels, Restaurants, Event Planning & Services",2.5,positivo,2020
OAG0R,Embassy Suites by Hilton Tampa Brandon,10220 Palm River Rd,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Hotels & Travel, Hotels, Venues & Event Spaces, Event Planning & Services",4,positivo,2020
RD2N2,Embassy Suites by Hilton Tampa Airport Westshore,555 N Westshore Blvd,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Hotels & Travel, Event Planning & Services, Restaurants, Hotels",2.5,positivo,2020
Q1FTY,Elevage,1207 S Howard Ave,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"American (New), Cocktail Bars, Salad, Breakfast & Brunch, Bars, Nightlife, Restaurants, Hotels & Travel",4,positivo,2020
UIY5B,Element,808 N Franklin St,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Apartments, Home Services, Real Estate, Hotels & Travel, Vacation Rentals",3,positivo,2020
U7CHW,Electric Glide Tours,1805 E 9th Ave,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Architectural Tours, Bike Rentals, ATV Rentals/Tours, Event Planning & Services, Arts & Entertainment, Hotels & Travel, Historical Tours, Active Life, Tours, Party & Event Planning, Wine Tours",5,positivo,2020
ROVPN,Edge Hotel,505 S Gulfview Blvd,O4uN,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,EXHF,Clearwater Beach,33767,27.972065,-82.8285877,Florida,"Event Planning & Services, Hotels & Travel, Hotels, Resorts, Venues & Event Spaces",3,positivo,2020
8OMGS,Enterprise Rent-A-Car,4700 34th St N,L0b3,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,p9Ny,St. Petersburg,33701,27.7671271,-82.6384451,Florida,"Hotels & Travel, Car Rental",3.5,positivo,2020
6TE5T,Econo Lodge Airport @ Rj Stadium,4732 N Dale Mabry,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Hotels, Hotels & Travel, Event Planning & Services",1.5,positivo,2020
MMRAL,DoubleTree by Hilton Hotel Tampa Airport - Westshore,4500 W Cypress St,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Hotels, Event Planning & Services, Hotels & Travel",2,positivo,2020
O5MZY,DoubleTree Beach Resort by Hilton Hotel Tampa Bay,17120 Gulf Boulevard,iN2B,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,b1Dl,North Redington Beach,33708,27.8161361,-82.8206587,Florida,"Hotels, Hotels & Travel, Resorts, Event Planning & Services",3.5,positivo,2020
AUEIA,Dolphin Racer Speedboat,3400 Pasadena Ave S,qr51,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,wy7E,South Pasadena,33707,27.7534931,-82.7396299,Florida,"Active Life, Hotels & Travel, Tours, Local Flavor",5,positivo,2020
XSLBE,Dolphin Beach Resort,4900 Gulf Blvd,2BPR,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,emDA,St. Pete Beach,33706,27.7428134,-82.7504542,Florida,"Event Planning & Services, Venues & Event Spaces, Hotels, Hotels & Travel",2.5,negativo,2020
2FQE0,Dollar Rent A Car,5405 Airport Service Rd,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Truck Rental, Parking, Car Rental, Hotels & Travel, Automotive",1.5,negativo,2020
5H6DF,Extended Stay America - Tampa - Airport - Memorial Hwy.,4811 Memorial Highway,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Hotels, Hotels & Travel, Event Planning & Services",1.5,negativo,2020
8QQQD,Extended Stay America - Tampa - Airport - Spruce Street,4312 W. Spruce Street,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Event Planning & Services, Hotels, Real Estate, Hotels & Travel, Apartments, Home Services",1.5,positivo,2020
L3W60,Extended Stay America - Tampa - North - USF - Attractions,12242 Morris Bridge Rd.,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Real Estate, Hotels & Travel, Hotels, Apartments, Event Planning & Services, Home Services",2,positivo,2020
QX08P,Fitzgerald's Countryside Hyundai,27419 US Hwy 19 N,UAIE,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,MCCU,Clearwater,"33755, 33756, 33759",27.9655722,-82.7958948,Florida,"Car Rental, Automotive, Auto Repair, Car Dealers, Hotels & Travel, Auto Parts & Supplies, Auto Loan Providers, Used Car Dealers",3,positivo,2020
NE87Q,Four Points by Sheraton Suites Tampa Airport Westshore,4400 W Cypress St,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Event Planning & Services, Hotels, Hotels & Travel, Venues & Event Spaces",3.5,positivo,2020
U64EX,Fort De Soto Park Campground,3500 Pinellas Bayway S,vV1W,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,KOLOGC,Saint Petersburg,33701,27.7671271,-82.6384451,Florida,"Hotels & Travel, RV Parks, Campgrounds",4.5,positivo,2020
MB2UC,DoubleTree by Hilton Tampa Rocky Point Waterfront,3050 N Rocky Point Dr W,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Event Planning & Services, Hotels, Venues & Event Spaces, Hotels & Travel",3.5,positivo,2020
G9SQ8,Flying Boat Brewing,1776 11th Ave N,vV1W,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,KOLOGC,Saint Petersburg,33701,27.7671271,-82.6384451,Florida,"Food, Breweries, Bars, Nightlife, Beer Bar, Tours, Beer Tours, Hotels & Travel, Venues & Event Spaces, Event Planning & Services",4.5,positivo,2020
UNDBD,Epicurean Hotel Autograph Collection,1207 South Howard Ave,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Restaurants, Hotels & Travel, Hotels, American (New), Event Planning & Services, Venues & Event Spaces",4,positivo,2020
A3FSB,Extended Stay America - Gibsonton,10623 E Bay Rd,j2Dh,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,EPNS,Gibsonton,33534,27.8536365,-82.382593,Florida,"Event Planning & Services, Hotels, Hotels & Travel",2.5,positivo,2020
Q2SUN,Belleair Beach Club,3200 Gulf Blvd,7L7B,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,FYL5,Belleair Beach,33786,27.9230767,-82.8431594,Florida,"Hotels & Travel, Hotels, Event Planning & Services",3.5,positivo,2020
RZKPM,Belleair Beach Resort Motel,2040 Gulf Blvd,7L7B,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,FYL5,Belleair Beach,33786,27.9230767,-82.8431594,Florida,"Event Planning & Services, Hotels & Travel, Hotels, Vacation Rentals, Resorts",3.5,positivo,2020
ISH0T,Belleview Inn,25 Belleview Boulevard,MWig,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,ycVZ,Belleair,33756,27.9358543,-82.8062139,Florida,"Hotels & Travel, Event Planning & Services, Hotels",4.5,positivo,2020
P88OI,Best Western Plus Yacht Harbor Inn,150 Marina Plz,AE6H,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,L2T6,Dunedin,34698,28.0197404,-82.7717684,Florida,"Event Planning & Services, Hotels, Hotels & Travel",2.5,positivo,2020
19A5N,Big Cat Rescue,12802 Easy St,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Hotels & Travel, Zoos, Active Life, Tours, Arts & Entertainment, Pets, Education, Animal Shelters",4.5,positivo,2020
CE9BO,Bilmar Beach Resort,10650 Gulf Blvd,fOTb,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,dEd9,Treasure Island,33706,27.7691937,-82.7689906,Florida,"Caterers, Hotels, Resorts, Party & Event Planning, Venues & Event Spaces, Event Planning & Services, Hotels & Travel",3.5,positivo,2020
PVY4H,Blind Pass Resort,7901 Blind Pass Rd,2BPR,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,emDA,St. Pete Beach,33706,27.7428134,-82.7504542,Florida,"Hotels & Travel, Event Planning & Services, Hotels",3,positivo,2020
N0XGV,Bob Evans,10119 Horace Ave,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Restaurants, Breakfast & Brunch, Comfort Food, American (Traditional), Hotels & Travel, Salad, Bed & Breakfast",3.5,positivo,2020
6MAFB,Beach House Suites by the Don Cesar,3860 Gulf Blvd,2BPR,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,emDA,St. Pete Beach,33706,27.7428134,-82.7504542,Florida,"Hotels, Event Planning & Services, Hotels & Travel",3.5,positivo,2020
6IRAU,Casa Bella On Westshore by Roscoe Properties,6601 S Westshore Blvd,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Event Planning & Services, Apartments, Home Services, Hotels, Hotels & Travel, Real Estate",3,positivo,2020
B8S7J,Brandon Nissan,9920 E Adamo Dr,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Auto Parts & Supplies, Auto Repair, Hotels & Travel, Used Car Dealers, Car Rental, Automotive, Car Dealers",3,positivo,2020
2NRVD,Exotic Luxury Rental,"5401 W Kennedy Blvd, Ste 100",W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Car Rental, ATV Rentals/Tours, Tours, Car Share Services, Automotive, Diving, Active Life, Hotels & Travel",3.5,positivo,2020
X0G4P,Brightwater Suites On Clearwater Beach,342 S Hamden Dr,UAIE,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,MCCU,Clearwater,"33755, 33756, 33759",27.9655722,-82.7958948,Florida,"Hotels, Hotels & Travel, Event Planning & Services",3.5,positivo,2020
EXPKX,Budget Car Rental,5409 Airport Service Rd,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Car Rental, Hotels & Travel, Truck Rental, Automotive",1,positivo,2020
FNB1X,Caliber Collision,6405 US Hwy 301,bXLF,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,TC12,Riverview,"33578, 33579",27.8661364,-82.3264809,Florida,"Body Shops, Auto Glass Services, Car Rental, Hotels & Travel, Automotive",4.5,negativo,2020
3LJCS,Caliente Club & Resorts,21240 Gran Via Blvd,OcUC,Pasco,"34637, 34652, 34668",28.3232418,-82.4319405,gRLr,Land O' Lakes,34639,28.2188992,-82.4575938,Florida,"Hotels & Travel, Resorts, Event Planning & Services, Hotels, Nudist, Active Life",3.5,positivo,2020
Z9H9F,Calypso Queen Tropical Cruise,25 Causeway Blvd,UAIE,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,MCCU,Clearwater,"33755, 33756, 33759",27.9655722,-82.7958948,Florida,"Local Flavor, Hotels & Travel, Event Planning & Services, American (Traditional), Venues & Event Spaces, Restaurants, Tours",3.5,positivo,2020
X3I88,Cambria Hotel St Petersburg-Madeira Beach Marina,15105 Madeira Way,109T,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,SXN5,Madeira Beach,33708,27.7980814,-82.7973247,Florida,"Hotels, Event Planning & Services, Hotels & Travel",4,positivo,2020
THL8P,Camping World of New Port Richey,2112 US 19,D1CU,Pasco,"34637, 34652, 34668",28.3232418,-82.4319405,DVM9,Holiday,"34690, 34691",28.18779,-82.7395454,Florida,"Automotive, Insurance, RV Repair, RV Dealers, Hotels & Travel, Financial Services, RV Rental, Auto Parts & Supplies",2,positivo,2020
0A0EQ,Brew Bus Brewing,4101 N Florida Ave,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Breweries, Party Bus Rentals, Beer Bar, Restaurants, Tours, Bars, Hotels & Travel, Nightlife, Food, Bus Tours, Event Planning & Services, Venues & Event Spaces, Bar Crawl",4.5,positivo,2020
1P7PO,AAA - Tampa,1701 N West Shore Blvd,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Travel Agents, Travel Services, Notaries, Insurance, Financial Services, Hotels & Travel, Local Services, Auto Repair, Automotive",3,positivo,2020
2EPF8,Beach Drive Inn,532 Beach Dr NE,vV1W,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,KOLOGC,Saint Petersburg,33701,27.7671271,-82.6384451,Florida,"Hotels, Event Planning & Services, Hotels & Travel, Guest Houses, Vacation Rentals, Bed & Breakfast",4.5,positivo,2020
KNM9W,BarrieHaus Beer,1403 E 5th Ave,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Bars, Pubs, Beer Bar, Breweries, Beer Tours, Nightlife, Hotels & Travel, Beer Gardens, Food, Tours",5,positivo,2020
