id_centros_entretenimiento,centros_entretenimiento,direccion,id_condado,condado,codigo_postal_condado,latitud_condado,longitud_condado,id_ciudad,ciudad,codigo_postal_ciudad,latitud_ciudad,longitud_ciudad,estado,categorias,puntuacion_usuarios,analisis_sentimientos,url_del_negocio,anio,categoria_general,atributo,categoria,ranquing_por_usuario,url
PE98R,Bliss Salon,"5531, Palmer Crossing Circle",ysNl,Sarasota,"34231, 34236, 34243",27.1995986,-82.345189,RXNR,Englewood,"34223, 34224",26.9620053,-82.3525952,Florida,,,,,2023,Entretenimiento,,,,
NZVYP,East Hillsborough Avenue,"Marie, Tampa",uHNL,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,W2W7,Brandon,"33510, 33511",27.937801,-82.2859247,Florida,,,,,2023,Entretenimiento,,,,
99IYE,Fruitville Road,"Towles Court, Sarasota",ysNl,Sarasota,"34231, 34236, 34243",27.1995986,-82.345189,RXNR,Englewood,"34223, 34224",26.9620053,-82.3525952,Florida,,,,,2023,Entretenimiento,,,,
YU2X9,Grand Regency Boulevard,"Brandon, Hillsborough",uHNL,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,W2W7,Brandon,"33510, 33511",27.937801,-82.2859247,Florida,,,,,2023,Entretenimiento,,,,
ET32H,Sarasota Square Mall,"8201, Flentwood Drive",ysNl,Sarasota,"34231, 34236, 34243",27.1995986,-82.345189,RXNR,Englewood,"34223, 34224",26.9620053,-82.3525952,Florida,,,,,2023,Entretenimiento,,,,
2TPM6,South Tamiami Trail,"Vamo, Sarasota",ysNl,Sarasota,"34231, 34236, 34243",27.1995986,-82.345189,RXNR,Englewood,"34223, 34224",26.9620053,-82.3525952,Florida,,,,,2023,Entretenimiento,,,,
Z4JUT,Palm Drive,"Vamo, Sarasota",ysNl,Sarasota,"34231, 34236, 34243",27.1995986,-82.345189,RXNR,Englewood,"34223, 34224",26.9620053,-82.3525952,Florida,,,,,2023,Entretenimiento,,,,
RQNPD,Publix,"4651, Cortez Road West",mze2,Manatee,"34205, 34221, 34211",27.4799195,-82.345189,CQN2,Bradenton,"34205, 34208",27.4989278,-82.5748194,Florida,,,,,2023,Entretenimiento,,,,
ZZVPN,Spencer Drive,"West Palm Beach, Palm Beach",WpVu,Palm Beach,"33401, 33411, 33480",26.6514503,-80.2767327,AT0H,West Palm Beach,"33401, 33409, 33417",26.7144532,-80.0549456,Florida,,,,,2023,Entretenimiento,,,,
BN40A,Steele Street,"Military Park, Palm Beach",WpVu,Palm Beach,"33401, 33411, 33480",26.6514503,-80.2767327,AT0H,West Palm Beach,"33401, 33409, 33417",26.7144532,-80.0549456,Florida,,,,,2023,Entretenimiento,,,,
JSZXP,Mattress Firm,"3301, Southwest 22nd Street",gBpa,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,QCAZ,Hialeah,"33012, 33014",25.8575963,-80.2781057,Florida,,,,,2023,Entretenimiento,,,,
DTC4E,10063-1 Baymeadows Ap,"Baymeadows, Jacksonville",IgGD,Duval,"32202, 32210, 32246",30.3500511,-81.6035062,LMW4,Jacksonville,"32202, 32207, 32210",30.3321838,-81.655651,Florida,,,,,2023,Entretenimiento,,,,
F9TXP,Thonotosassa Road,"Plant City, Hillsborough",uHNL,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,W2W7,Brandon,"33510, 33511",27.937801,-82.2859247,Florida,,,,,2023,Entretenimiento,,,,
R372Q,Shops at Merrick Park,"358, San Lorenzo Avenue",gBpa,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,QCAZ,Hialeah,"33012, 33014",25.8575963,-80.2781057,Florida,,,,,2023,Entretenimiento,,,,
T0KF5,3913,"Manatee Avenue West, Bradenton",mze2,Manatee,"34205, 34221, 34211",27.4799195,-82.345189,CQN2,Bradenton,"34205, 34208",27.4989278,-82.5748194,Florida,,,,,2023,Entretenimiento,,,,
ESRKF,Plantation Square,"Old Combee Road, Lakeland",bAiC,Polk,"33801, 33813, 33880",27.8617347,-81.6911559,UD7Y,Lakeland,"33801, 33813",28.0394654,-81.9498042,Florida,,,,,2023,Entretenimiento,,,,
0GA8N,Maple Street,"Lakeland, Polk",bAiC,Polk,"33801, 33813, 33880",27.8617347,-81.6911559,UD7Y,Lakeland,"33801, 33813",28.0394654,-81.9498042,Florida,,,,,2023,Entretenimiento,,,,
2N7K9,9045,"Biscayne Boulevard, Miami Shores",gBpa,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,QCAZ,Hialeah,"33012, 33014",25.8575963,-80.2781057,Florida,,,,,2023,Entretenimiento,,,,
JB29O,Seminole Towne Center,"Towne Center Circle, Sanford",yJd3,Seminole,"32707, 32746, 32773",28.7131688,-81.2078164,XZBO,Altamonte Springs,"32701, 32714",28.6611089,-81.3656242,Florida,,,,,2023,Entretenimiento,,,,
DWF34,Palm Plaza,"McEwen Drive, Niceville",rK5s,Okaloosa,"32536, 32547, 32578",30.5773401,-86.6611083,1YJ4,Baker,32531,30.7971318,-86.681344,Florida,,,,,2023,Entretenimiento,,,,
X22UH,Murdock Plaza,"1700, Tamiami Trail",Flv3,Charlotte,"33948, 33952, 33981",26.8946009,-81.909826,BFIE,Placida,33946,26.8339094,-82.2624037,Florida,,,,,2023,Entretenimiento,,,,
VO2M9,B&B Joint,"901, South Miami Avenue",gBpa,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,QCAZ,Hialeah,"33012, 33014",25.8575963,-80.2781057,Florida,,,,,2023,Entretenimiento,,,,
UVKXJ,Westland Mall,"1675, West 49th Street",gBpa,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,QCAZ,Hialeah,"33012, 33014",25.8575963,-80.2781057,Florida,,,,,2023,Entretenimiento,,,,
UEYO9,Philips Highway,"Jacksonville, Duval",IgGD,Duval,"32202, 32210, 32246",30.3500511,-81.6035062,LMW4,Jacksonville,"32202, 32207, 32210",30.3321838,-81.655651,Florida,,,,,2023,Entretenimiento,,,,
XITTY,Volusia Mall,"1700, International Speedway Boulevard",Fxcr,Volusia,"32114, 32127, 32725",29.0279842,-81.0754657,CVZR,Daytona Beach,"32114, 32118",29.2108147,-81.0228331,Florida,,,,,2023,Entretenimiento,,,,
GV5PX,Broadway's,"Oviedo Mall Boulevard, Oviedo",yJd3,Seminole,"32707, 32746, 32773",28.7131688,-81.2078164,XZBO,Altamonte Springs,"32701, 32714",28.6611089,-81.3656242,Florida,,,,,2023,Entretenimiento,,,,
VRKOP,415,"Spacelift Avenue, Brevard",T9Fb,Brevard,"32901, 32940, 32955",28.263933,-80.7214417,MU07,Mims,32754,28.6655767,-80.8449828,Florida,,,,,2023,Entretenimiento,,,,
SOS0D,Indian Rocks Road,"Largo Condominium Complex, Largo",TnXm,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,9EV3,San Petersburgo,"33701, 33713",27.7671271,-82.6384451,Florida,,,,,2023,Entretenimiento,,,,
1TF0V,Hopewell Avenue,"Lakeland, Polk",bAiC,Polk,"33801, 33813, 33880",27.8617347,-81.6911559,UD7Y,Lakeland,"33801, 33813",28.0394654,-81.9498042,Florida,,,,,2023,Entretenimiento,,,,
4HTX1,Today's Male,"3100, Southwest College Road",KWSo,Marion,"34470, 34481, 34488",29.2787765,-82.12784,32TL,Citra,33434,29.4119166,-82.1098156,Florida,,,,,2023,Entretenimiento,,,,
JM1JC,Ultramont Mall,"100, Southeast 1st Street",gBpa,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,QCAZ,Hialeah,"33012, 33014",25.8575963,-80.2781057,Florida,,,,,2023,Entretenimiento,,,,
UZHSG,Sunset Harbour Shops,"Miami Beach, Miami-Dade",gBpa,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,QCAZ,Hialeah,"33012, 33014",25.8575963,-80.2781057,Florida,,,,,2023,Entretenimiento,,,,
1JHYE,Southwest 89th Lane,"Kendall, Miami-Dade",gBpa,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,QCAZ,Hialeah,"33012, 33014",25.8575963,-80.2781057,Florida,,,,,2023,Entretenimiento,,,,
5T0YR,13565,"Biscayne Boulevard, North Miami Beach",gBpa,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,QCAZ,Hialeah,"33012, 33014",25.8575963,-80.2781057,Florida,,,,,2023,Entretenimiento,,,,
BC6D0,Cordova Mall,"5100, North 9th Avenue",yT3Z,Escambia,"32501, 32506, 32514",30.6389408,-87.3413599,YOYE,Pensacola,"32501, 32503",30.421309,-87.2169149,Florida,,,,,2023,Entretenimiento,,,,
34W2U,Bartow Shopping Center,"North Wilson Avenue, Bartow",bAiC,Polk,"33801, 33813, 33880",27.8617347,-81.6911559,UD7Y,Lakeland,"33801, 33813",28.0394654,-81.9498042,Florida,,,,,2023,Entretenimiento,,,,
OLH7T,Century 21,"1725, FL 60",uHNL,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,W2W7,Brandon,"33510, 33511",27.937801,-82.2859247,Florida,,,,,2023,Entretenimiento,,,,
MSNYM,East Alexander Street,"Plant City, Hillsborough",uHNL,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,W2W7,Brandon,"33510, 33511",27.937801,-82.2859247,Florida,,,,,2023,Entretenimiento,,,,
PBDGF,The Big Apple Shopping Bazaar,"4th Street, High Point",WpVu,Palm Beach,"33401, 33411, 33480",26.6514503,-80.2767327,AT0H,West Palm Beach,"33401, 33409, 33417",26.7144532,-80.0549456,Florida,,,,,2023,Entretenimiento,,,,
BVQ1H,Gulf View Square Mall,"New Pond Road, Gables at Gulf View",A3xo,Pasco,"34637, 34652, 34668",28.3232418,-82.4319405,3JZK,Dade City,"33523, 33525",28.3647248,-82.1959178,Florida,,,,,2023,Entretenimiento,,,,
VPJRX,South Chillingworth Drive,"West Palm Beach, Palm Beach",WpVu,Palm Beach,"33401, 33411, 33480",26.6514503,-80.2767327,AT0H,West Palm Beach,"33401, 33409, 33417",26.7144532,-80.0549456,Florida,,,,,2023,Entretenimiento,,,,
49SKD,Frank Street,"WestgateCRA, Westgate-Belvedere Homes",WpVu,Palm Beach,"33401, 33411, 33480",26.6514503,-80.2767327,AT0H,West Palm Beach,"33401, 33409, 33417",26.7144532,-80.0549456,Florida,,,,,2023,Entretenimiento,,,,
WRR64,Seminole Mall,"75th Place, Seminole",TnXm,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,9EV3,San Petersburgo,"33701, 33713",27.7671271,-82.6384451,Florida,,,,,2023,Entretenimiento,,,,
0T8V4,Avecina Urgent Care Clinic,"Argyle Forest Boulevard, Chimney Lakes",IgGD,Duval,"32202, 32210, 32246",30.3500511,-81.6035062,LMW4,Jacksonville,"32202, 32207, 32210",30.3321838,-81.655651,Florida,,,,,2023,Entretenimiento,,,,
K5NCV,Uleta Plaza,"Northeast 168th Street, North Miami Beach",gBpa,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,QCAZ,Hialeah,"33012, 33014",25.8575963,-80.2781057,Florida,,,,,2023,Entretenimiento,,,,
1LATS,Lincoln Road Mall,"Lincoln Road, Miami Beach",gBpa,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,QCAZ,Hialeah,"33012, 33014",25.8575963,-80.2781057,Florida,,,,,2023,Entretenimiento,,,,
AJ3VF,Canton Avenue,"Winter Park, Orange",lomP,Orange,"32801, 32839, 32789",28.4844995,-81.2518833,20SI,Apopka,"32703, 32712",28.6934076,-81.5322149,Florida,,,,,2023,Entretenimiento,,,,
2NSQF,430,"Orlando Avenue, Orlando",lomP,Orange,"32801, 32839, 32789",28.4844995,-81.2518833,20SI,Apopka,"32703, 32712",28.6934076,-81.5322149,Florida,,,,,2023,Entretenimiento,,,,
6M031,Indian River Mall,"6200, 20th Street",A5jK,Indian River,"32960, 32963, 32966",27.6947732,-80.543845,5E4F,Fellsmere,32948,27.7676707,-80.6012658,Florida,,,,,2023,Entretenimiento,,,,
H9S16,Southwest 91st Court,"Heather Walk Condominium, Howard",gBpa,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,QCAZ,Hialeah,"33012, 33014",25.8575963,-80.2781057,Florida,,,,,2023,Entretenimiento,,,,
Z8L2N,Northeast 163rd Street,"North Miami Beach, Miami-Dade",gBpa,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,QCAZ,Hialeah,"33012, 33014",25.8575963,-80.2781057,Florida,,,,,2023,Entretenimiento,,,,
XJNCX,Sunshine Park Mall,"2400, South Ridgewood Avenue",Fxcr,Volusia,"32114, 32127, 32725",29.0279842,-81.0754657,CVZR,Daytona Beach,"32114, 32118",29.2108147,-81.0228331,Florida,,,,,2023,Entretenimiento,,,,
FKJZF,Southwest 136th Street,"Howard, Kendall",gBpa,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,QCAZ,Hialeah,"33012, 33014",25.8575963,-80.2781057,Florida,,,,,2023,Entretenimiento,,,,
RLUSZ,TJ Max,"Southwest 136th Avenue, Miami-Dade",gBpa,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,QCAZ,Hialeah,"33012, 33014",25.8575963,-80.2781057,Florida,,,,,2023,Entretenimiento,,,,
DPV01,Southwest 120th Street,"Miami-Dade , Florida",gBpa,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,QCAZ,Hialeah,"33012, 33014",25.8575963,-80.2781057,Florida,,,,,2023,Entretenimiento,,,,
N99XG,Community Drive,"West Palm Beach, Palm Beach",WpVu,Palm Beach,"33401, 33411, 33480",26.6514503,-80.2767327,AT0H,West Palm Beach,"33401, 33409, 33417",26.7144532,-80.0549456,Florida,,,,,2023,Entretenimiento,,,,
JI8JM,Altamonte Mall,"East Central Parkway, Altamonte Springs",yJd3,Seminole,"32707, 32746, 32773",28.7131688,-81.2078164,XZBO,Altamonte Springs,"32701, 32714",28.6611089,-81.3656242,Florida,,,,,2023,Entretenimiento,,,,
X5LKE,West 1st Avenue,"Hialeah, Miami-Dade",gBpa,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,QCAZ,Hialeah,"33012, 33014",25.8575963,-80.2781057,Florida,,,,,2023,Entretenimiento,,,,
JBUXB,Centre of Tallahassee,"2415, North Monroe Street",6dAC,Leon,"32301, 32308, 32312",30.4906177,-84.1857115,ML39,Tallahassee,"32301, 32303, 32308",30.4381828,-84.2806235,Florida,,,,,2023,Entretenimiento,,,,
9WUAW,Tommy Hilfiger,"700, Cornerstone Boulevard",Fxcr,Volusia,"32114, 32127, 32725",29.0279842,-81.0754657,CVZR,Daytona Beach,"32114, 32118",29.2108147,-81.0228331,Florida,,,,,2023,Entretenimiento,,,,
WYSPJ,Old Military Trail,"Military Park, Palm Beach",WpVu,Palm Beach,"33401, 33411, 33480",26.6514503,-80.2767327,AT0H,West Palm Beach,"33401, 33409, 33417",26.7144532,-80.0549456,Florida,,,,,2023,Entretenimiento,,,,
NFSX7,Nite Owl Drive-In + Tropical Market,1400 NE 1st Ave,WjZA,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,LO98,Miami,33132,25.7886224,-80.1925007,Florida,,,neutral,,2024,Entretenimiento,"{'Accessibility': ['Wheelchair accessible entrance'], 'Offerings': ['Food'], 'Amenities': ['Good for kids']}",['Drive-in movie theater'],5,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d9b702bd2e1c81:0x5222edb98cbb4f97?authuser=-1&hl=en&gl=us
ITYL9,Endless Tan,"9542, Merchants Gate Drive",IgGD,Duval,"32202, 32210, 32246",30.3500511,-81.6035062,LMW4,Jacksonville,"32202, 32207, 32210",30.3321838,-81.655651,Florida,,,,,2024,Entretenimiento,,,,
0E18D,6000,"Glades Road, Boca Raton",WpVu,Palm Beach,"33401, 33411, 33480",26.6514503,-80.2767327,AT0H,West Palm Beach,"33401, 33409, 33417",26.7144532,-80.0549456,Florida,,,,,2024,Entretenimiento,,,,
B82T6,Creative Veins,337 E Forsyth St,IgGD,Duval,"32202, 32210, 32246",30.3500511,-81.6035062,LMW4,Jacksonville,32202,30.3262648,-81.6530358,Florida,,,positivo,,2024,Entretenimiento,"{'Health & safety': ['Appointment required', 'Mask required', 'Staff wear masks', 'Staff get temperature checks', 'Staff required to disinfect surfaces between visits'], 'Highlights': ['Active military discounts', 'Live performances'], 'Amenities': ['Good for kids', 'Restroom', 'Wi-Fi'], 'Crowd': ['Family-friendly'], 'Payments': ['Checks', 'Debit cards', 'Credit cards']}","['Performing arts theater', 'Art school', 'Comedy club', 'Drama school', 'Film production company', 'Performing arts group', 'Photography studio', 'Recording studio', 'Special education school']",5,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e5b77f7c1abd09:0xe830ca62b52faa78?authuser=-1&hl=en&gl=us
ZENKJ,Easy Street by Funworks,2727 SW 27th Ave,alhS,Marion,"34470, 34481, 34488",29.2787765,-82.12784,9YCI,Ocala,34471,29.1617989,-82.1683481,Florida,,,positivo,,2024,Entretenimiento,{'Accessibility': ['Wheelchair accessible entrance']},"['Entertainer', 'Amusement park']",4.1,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e7d4e109382edf:0x327a80a970e00670?authuser=-1&hl=en&gl
87XTP,VAST Sports Performance,6026 W Linebaugh Ave,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,33625,28.039146,-82.542953,Florida,,,positivo,,2024,Entretenimiento,{'Accessibility': ['Wheelchair accessible entrance']},['Sports complex'],4.9,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c2c161357da55f:0xad4f04736b543955?authuser=-1&hl=en&gl=us
L15TP,Pirates of the Caribbean,1180 Seven Seas Drive,7nl7,Orange,"32801, 32839, 32789",28.4844995,-81.2518833,O990,Orlando,32830,28.4056958,-81.5796318,Florida,,,negativo,,2024,Entretenimiento,"{'Accessibility': ['Wheelchair accessible entrance', 'Wheelchair accessible parking lot', 'Wheelchair accessible restroom'], 'Amenities': ['Good for kids', 'Wi-Fi'], 'Crowd': ['Family-friendly'], 'Planning': ['Usually a wait']}",['Amusement park ride'],4.6,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e780a1789ce101:0xbea33d94ec118ba8?authuser=-1&hl=en&gl
56R39,DeLand House Museum,137 W Michigan Ave,WVp3,Volusia,"32114, 32127, 32725",29.0279842,-81.0754657,eS3X,DeLand,32720,29.033834,-81.3053267,Florida,,,negativo,,2024,Entretenimiento,Null,"['Museum', 'Tourist attraction']",4.7,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e71b7ae600377b:0xeae38febde96b0fe?authuser=-1&hl=en&gl=us
V7C75,Lighthouse ArtCenter Gallery & 2D Studio,373 Tequesta Dr,xwo8,Palm Beach,"33401, 33411, 33480",26.6514503,-80.2767327,6Svr,Tequesta,33469,26.9594302,-80.0942732,Florida,,,positivo,,2024,Entretenimiento,"{'From the business': ['Identifies as women-led'], 'Highlights': ['Live performances'], 'Accessibility': ['Wheelchair accessible entrance', 'Wheelchair accessible parking lot', 'Wheelchair accessible restroom'], 'Amenities': ['Gender-neutral restroom', 'Good for kids', 'Wi-Fi', 'Restaurant'], 'Crowd': ['Family-friendly']}","['Art gallery', 'Art center', 'Art dealer', 'Art museum']",4.7,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88df29d420b56221:0x10c239d1bae23968?authuser=-1&hl=en&gl=us
G8Q71,Pier Park Amusement Rides,15700 L C Hilton Jr Dr,Ypye,Bay,"32401, 32405, 32444",30.1805306,-85.684578,GQ3B,Panama City Beach,32413,30.218092,-85.872754,Florida,,,positivo,,2024,Entretenimiento,"{'Amenities': ['Good for kids', 'Restaurant']}",['Amusement park'],4,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88938c46f5abec45:0x57eda5710923aa03?authuser=-1&hl=en&gl=us
RUKHB,The Exit Games FL | Escape Room,620 Lakeview Rd,UAIE,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,MCCU,Clearwater,33756,27.9484466,-82.7985508,Florida,,,neutral,,2024,Entretenimiento,"{'Accessibility': ['Wheelchair accessible entrance'], 'Amenities': ['Restaurant']}","['Escape room center', 'Amusement center', 'Amusement park', 'Corporate entertainment service', 'Entertainment agency', 'Event venue', 'Game store', 'Theme park', 'Tourist attraction']",5,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c2f12f00f0742b:0xfb0bc74acebc29b6?authuser=-1&hl=en&gl=us
I5TFZ,MIDFLORIDA Credit Union Amphitheatre,4802 US-301 North,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,33610,27.9931978,-82.3650637,Florida,,,positivo,,2024,Entretenimiento,"{'Accessibility': ['Wheelchair-accessible car park', 'Wheelchair-accessible entrance', 'Wheelchair-accessible seating', 'Wheelchair-accessible toilet']}","['Event venue', 'Concert hall']",4.3,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c2cf33b37124d9:0x5899aab9c5289b5d?authuser=-1&hl=en&gl=kr
VRK5D,Bamboozles Skating,2095 Andrea Ln,rvKi,Lee,"33901, 33908, 33919",26.6630286,-81.9534815,25ZR,Fort Myers,33912,26.5339278,-81.8675523,Florida,,,positivo,,2024,Entretenimiento,{'Accessibility': ['Wheelchair accessible entrance']},['Sports complex'],4.8,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88db3fd8c08fffff:0x2a382ce5a4c6743b?authuser=-1&hl=en&gl=us
OTVBV,Actors' Rep | Bob Carter's Actor's Workshop and Repertory Theatre,1000 N Dixie Hwy,WpVu,Palm Beach,"33401, 33411, 33480",26.6514503,-80.2767327,AT0H,West Palm Beach,33401,26.7218526,-80.0530557,Florida,,,positivo,,2024,Entretenimiento,"{'Highlights': ['Live performances'], 'Accessibility': ['Wheelchair accessible entrance'], 'Amenities': ['Good for kids', 'Restroom', 'Wi-Fi'], 'Crowd': ['Family-friendly'], 'Payments': ['Checks', 'Debit cards', 'Credit cards']}",['Performing arts theater'],4.7,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d8d6898ebba9b9:0xf20bf1ad19f36762?authuser=-1&hl=en&gl=us
KI17B,The Deltona Amphitheater,2150 Eustace Ave,xIYJ,Volusia,"32114, 32127, 32725",29.0279842,-81.0754657,I6EL,Deltona,32725,28.9299597,-81.2245335,Florida,,,positivo,,2024,Entretenimiento,"{'Accessibility': ['Wheelchair accessible entrance', 'Wheelchair accessible parking lot', 'Wheelchair accessible restroom', 'Wheelchair accessible seating'], 'Amenities': ['Good for kids']}",['Amphitheater'],4.4,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e717692d87f27d:0x645cee76728a04cf?authuser=-1&hl=en&gl=us
06MN6,Gulley Amphitheater,118 Spires Ln #2A,czXQ,Walton,"32433, 32459, 32550",30.5640199,-86.1751759,A03X,Santa Rosa Beach,32459,30.3482694,-86.2312344,Florida,,,neutral,,2024,Entretenimiento,"{'Accessibility': ['Wheelchair accessible entrance'], 'Amenities': ['Good for kids', 'Restaurant']}",['Amphitheater'],4.7,https://www.google.com/maps/place//data=!4m2!3m1!1s0x8893e24356aa4265:0x7836913429796ec4?authuser=-1&hl=en&gl=us
FRSBI,Shipwreck Island Waterpark,12201 Hutchison Blvd,Ypye,Bay,"32401, 32405, 32444",30.1805306,-85.684578,GQ3B,Panama City Beach,32407,30.1929893,-85.8265457,Florida,,,positivo,,2024,Entretenimiento,"{'Accessibility': ['Wheelchair accessible entrance', 'Wheelchair accessible parking lot', 'Wheelchair accessible restroom'], 'Amenities': ['Bar onsite', 'Good for kids', 'Restaurant'], 'Planning': ['Usually a wait']}","['Amusement park', 'Water park']",4.6,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88938ec837ce0f25:0x9900271c685d999e?authuser=-1&hl=en&gl
Y2840,Bluewater Bay Tennis Center LC,777 Bay Dr,RAkk,Okaloosa,"32536, 32547, 32578",30.5773401,-86.6611083,4ONN,Niceville,32578,30.487232,-86.432036,Florida,,,positivo,,2024,Entretenimiento,{'Accessibility': ['Wheelchair accessible entrance']},"['Tennis court', 'Sports complex']",4.6,https://www.google.com/maps/place//data=!4m2!3m1!1s0x8891681bb00387f3:0x5d78a7c7dcdfaf9f?authuser=-1&hl=en&gl=us
8292Z,Matheson History Museum,513 E University Ave,ZWir,Alachua,"32601, 32605, 32608",29.6579549,-82.3017728,BX1N,Gainesville,32601,29.651637,-82.320294,Florida,,,positivo,,2024,Entretenimiento,"{'Accessibility': ['Wheelchair accessible entrance', 'Wheelchair accessible restroom'], 'Amenities': ['Good for kids', 'Restaurant']}","['Museum', 'Tourist attraction']",4.7,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e8a3f3a3ac92ed:0x534a277a5776243?authuser=-1&hl=en&gl=us
YZ03E,Acrosstown Repertory Theatre,619 S Main St,ZWir,Alachua,"32601, 32605, 32608",29.6579549,-82.3017728,BX1N,Gainesville,32601,29.6457024,-82.3247096,Florida,,,positivo,,2024,Entretenimiento,"{'From the business': ['Identifies as veteran-led', 'Identifies as women-led'], 'Highlights': ['Active military discounts', 'Live performances'], 'Accessibility': ['Wheelchair accessible entrance', 'Wheelchair accessible parking lot', 'Wheelchair accessible restroom', 'Wheelchair accessible seating'], 'Amenities': ['Gender-neutral restroom', 'Restroom'], 'Payments': ['Checks', 'Debit cards', 'Credit cards']}","['Performing arts theater', 'Performing arts group']",4.8,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e8a392da721979:0xbf3012dc0f17af1a?authuser=-1&hl=en&gl=us
5AVT5,Lake Mary Historical Museum,158 N Country Club Rd,5wer,Seminole,32746,28.7589,-81.3392,10y5,Lake Mary,32746,28.7583176,-81.3223054,Florida,,,positivo,,2024,Entretenimiento,"{'Accessibility': ['Wheelchair accessible entrance'], 'Amenities': ['Good for kids', 'Restaurant']}","['Local history museum', 'Art museum', 'Historical landmark', 'Tourist attraction']",4.4,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e76d4920faecc7:0x775a9d74536e743a?authuser=-1&hl=en&gl=us
XWJCV,Rodney Colson Sports Complex,720 Gerard Ave,AiDA,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,JIN0,Seffner,33584,27.9813632,-82.2711486,Florida,,,positivo,,2024,Entretenimiento,{'Accessibility': ['Wheelchair accessible entrance']},['Sports complex'],4.3,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c2cdd8ecf0e1a3:0x295c488419c0a6d9?authuser=-1&hl=en&gl=us
8QJ9C,Hooked on Fish Freshwater Aquatics,505 Pondella Rd suite 5,JAqT,Lee,"33901, 33908, 33919",26.6630286,-81.9534815,86VT,North Fort Myers,33903,26.6669559,-81.8996429,Florida,,,positivo,,2024,Entretenimiento,"{'From the business': ['Identifies as women-led'], 'Service options': ['Curbside pickup', 'In-store pickup', 'In-store shopping'], 'Health & safety': ['Staff required to disinfect surfaces between visits'], 'Highlights': ['LGBTQ friendly'], 'Accessibility': ['Wheelchair accessible entrance', 'Wheelchair accessible parking lot'], 'Planning': ['Quick visit'], 'Payments': ['Debit cards', 'Credit cards']}",['Aquarium shop'],4.8,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88db4306c9864b71:0x9c9939617dd0ad4?authuser=-1&hl=en&gl=us
4O38R,Veterans Memorial Railroad (ORG),10561 NW Theo Jacobs Way,If25,Liberty,"32321, 32334",30.1507777,-84.8567932,L2KV,Bristol,32321,30.4228083,-84.9772382,Florida,,,positivo,,2024,Entretenimiento,"{'Accessibility': ['Wheelchair accessible entrance'], 'Amenities': ['Good for kids']}","['Memorial park', 'Amusement park ride', 'Tourist attraction']",4.5,https://www.google.com/maps/place//data=!4m2!3m1!1s0x8893357df03481cd:0x9d3cd4aa8ad66bff?authuser=-1&hl=en&gl=us
