id_condado,condado,codigo_postal_condado,latitud_condado,longitud_condado,id_ciudad,ciudad,codigo_postal_ciudad,latitud_ciudad,longitud_ciudad
zybA,Hendry,"33440, 33935",26.6105319,-81.0754657,yc4W,Port LaBelle,33935,26.7564546,-81.4050752
lTXp,Wakulla,"32327, 32346",30.1301689,-84.3542049,zaWp,Port Leon,32336,30.13083,-84.1949999
KqWu,Martin,"34994, 34997, 34957",27.0804935,-80.4103957,R49o,Port Mayaca,34956,26.9864436,-80.6061667
tqTU,Volusia,"32114, 32127, 32725",29.0279842,-81.0754657,NQHG,Port Orange,"32127, 32128",29.1383165,-80.9956105
S9aR,Pasco,"34637, 34652, 34668",28.3232418,-82.4319405,9LT4,Port Richey,34668,28.2716755,-82.7195451
hUDR,Brevard,"32901, 32940, 32955",28.263933,-80.7214417,cSdV,Port Saint John,32927,28.4769458,-80.7886657
K5R8,Martin,"34994, 34997, 34957",27.0804935,-80.4103957,MITR,Port Salerno,34992,27.1442168,-80.2006014
fnlO,Gulf,"32456, 32465",29.9342893,-85.2308414,E0TW,Port St. Joe,32456,29.8118757,-85.302974
OSSF,Bay,"32401, 32405, 32444",30.1805306,-85.684578,bq48,Pretty Bayou,32405,30.1965902,-85.6965959
FEO7,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,MVvC,Princeton,33032,25.5384417,-80.408944
e475,St. Lucie,"34952, 34983, 34986",27.3225563,-80.543845,LGIb,Puerto de Santa Lucía,34983,27.3225563,-80.543845
KlZw,Charlotte,"33948, 33952, 33981",26.8946009,-81.909826,RZP5,Punta Gorda,"33950, 33955",26.9297836,-82.0453664
bnY8,Gadsden,"32324, 32351",30.5562947,-84.6479124,7HJF,Quincy,"32351, 32352",30.5880468,-84.591058
1Kiz,Union,"32054, 32083",30.0745112,-82.345189,FZ6C,Raiford,32083,30.0638497,-82.2364997
rrtz,Lake,"32757, 32778, 34748",28.702847,-81.7787021,HjxZ,Reavills Corner,32112,28.5630559,-81.6939642
PScb,Marion,"34470, 34481, 34488",29.2787765,-82.12784,BS3R,Reddick,32686,29.3666393,-82.1973184
mbD8,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,NjfA,Redington Beach,33708,27.8086364,-82.811214
wTq2,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,fkjQ,Redington Shores,33708,27.8261357,-82.8289923
ASW5,Hernando,"34601, 34608, 34609",28.5578826,-82.4752757,XlNv,Ridge Manor,33523,28.4991075,-82.1814801
FZ9Z,Martin,"34994, 34997, 34957",27.0804935,-80.4103957,wn0j,Rio,33469,27.2194917,-80.2392142
BGix,St. Lucie,"34952, 34983, 34986",27.3225563,-80.543845,n3YF,River Park,34952,27.3142104,-80.3472727
6Ty1,Polk,"33801, 33813, 33880",27.8617347,-81.6911559,6XMS,River Ranch,33867,27.7715909,-81.2080756
bXLF,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,TC12,Riverview,"33578, 33579",27.8661364,-82.3264809
Qg2F,Palm Beach,"33401, 33411, 33480",26.6514503,-80.2767327,t1zd,Riviera Beach,33404,26.7753405,-80.0580969
sxvR,Alachua,"32601, 32605, 32608",29.6579549,-82.3017728,jigg,Rochelle,32662,29.596389,-82.217778
h9KM,Monroe,"33036, 33040, 33050",25.2974483,-81.0754657,YNV9,Rock Harbor,33037,25.0767934,-80.4603363
16AF,Walton,"32433, 32459, 32550",30.5640199,-86.1751759,FsG7,Rock Hill,34785,30.598972,-86.110062
vlWO,Brevard,"32901, 32940, 32955",28.263933,-80.7214417,ZRW6,Rockledge,32955,28.3164498,-80.7269854
LVfc,Indian River,"32960, 32963, 32966",27.6947732,-80.543845,xKON,Roseland,32957,27.8358587,-80.4931083
Ynvp,Levy,"32621, 32696",29.3178545,-82.820974,e3ma,Rosewood,32680,29.23889,-82.93222
i0Kg,Charlotte,"33948, 33952, 33981",26.8946009,-81.909826,E2EE,Rotonda West,33947,26.8836752,-82.2900944
Aj06,Palm Beach,"33401, 33411, 33480",26.6514503,-80.2767327,Tx5L,Royal Palm Beach,33411,26.7083984,-80.2306019
YvhA,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,D8OX,Ruskin,33570,27.7208633,-82.4331495
LYR9,Sumter,"33513, 33585, 34785",28.6747526,-82.0842901,M97t,Rutland,34431,28.85278,-82.21361
ID88,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,B8F4,Safety Harbor,34695,27.9908529,-82.6931553
LYfq,Osceola,"34741, 34744, 34746",28.1019838,-81.0754657,2AWF,Saint Cloud,"34769, 34771",28.2488949,-81.2812895
ItSi,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,XIf6,Saint George,29842,28.056406,-82.7278784
t1HS,Pasco,"34637, 34652, 34668",28.3232418,-82.4319405,A5nm,Saint Leo,33574,28.3372251,-82.2584191
YhQ6,Franklin,"32320, 32322",29.7817695,-84.8567932,bhDh,Saint Teresa,32358,29.9323491,-84.4539643
WZt1,Marion,"34470, 34481, 34488",29.2787765,-82.12784,c86N,Salt Springs,32134,29.3510842,-81.7350812
fPsi,Manatee,"34205, 34221, 34211",27.4799195,-82.345189,6BuM,Samoset,34208,27.4694849,-82.5414856
m355,St. Johns,"32080, 32082, 32084",29.9719419,-81.4278984,lZcx,Samson,36477,30.0646875,-81.5017509
yrb9,Volusia,"32114, 32127, 32725",29.0279842,-81.0754657,earn,Samsula-Spruce Creek,32168,29.0387895,-81.0644263
drt4,Pasco,"34637, 34652, 34668",28.3232418,-82.4319405,DE2U,San Antonio,33576,28.3361142,-82.2745307
4Bgb,Putnam,"32177, 32148, 32131",29.6265157,-81.7787021,D8NE,San Mateo,32187,29.6066367,-81.5845234
TnXm,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,DmGw,San Petersburgo,"33701, 33713",27.7671271,-82.6384451
j74t,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,wbQs,San Petersburgo-Clearwater,33701,27.9122109,-82.6891001
pRW0,Palm Beach,"33401, 33411, 33480",26.6514503,-80.2767327,OaPl,Sandalfoot Cove,33428,26.3392449,-80.1875461
A63O,Baker,"32040, 32063",30.3931168,-82.3017728,5F28,Sanderson,32087,30.2521786,-82.2728938
Lxt1,Seminole,"32707, 32746, 32773",28.7131688,-81.2078164,PAIF,Sanford,"32771, 32773",28.8028612,-81.269453
OoqC,Lee,"33901, 33908, 33919",26.6630286,-81.9534815,VTY1,Sanibel,33957,26.4489695,-82.0223137
YPvL,Alachua,"32601, 32605, 32608",29.6579549,-82.3017728,Pot9,Santa Fe,87501,29.8835746,-82.4303905
czXQ,Walton,"32433, 32459, 32550",30.5640199,-86.1751759,A03X,Santa Rosa Beach,32459,30.3960324,-86.2288322
WEC5,Sarasota,"34231, 34236, 34243",27.1995986,-82.345189,SYJL,Sarasota,"34231, 34236",27.336465,-82.5310117
rozl,Brevard,"32901, 32940, 32955",28.263933,-80.7214417,4T50,Satellite Beach,32937,28.1761233,-80.5900519
yo91,Putnam,"32177, 32148, 32131",29.6265157,-81.7787021,NS9S,Satsuma,32189,29.5549701,-81.6559137
dJla,Gadsden,"32324, 32351",30.5562947,-84.6479124,oriN,Scotland,62081,30.57639,-84.43028
5d9N,Brevard,"32901, 32940, 32955",28.263933,-80.7214417,6xgR,Scottsmoor,32775,28.7669363,-80.87811
T791,Broward,"33004, 33301, 33324",26.190096,-80.365865,7i80,Sea Ranch Lakes,33308,26.2002988,-80.0974888
g7SG,Walton,"32433, 32459, 32550",30.5640199,-86.1751759,wjtY,Seacrest,32461,30.2902552,-86.0492062
yDTn,Indian River,"32960, 32963, 32966",27.6947732,-80.543845,JFC4,Sebastian,32958,27.816415,-80.4706078
zkE2,Highlands,"33825, 33852, 33870",27.3688418,-81.2518833,O9AX,Sebring,"33870, 33872",27.495592,-81.440907
bRb0,Highlands,"33825, 33852, 33870",27.3688418,-81.2518833,o5T0,Sebring Shores,33870,27.53198,-81.4747966
AiDA,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,JIN0,Seffner,33584,27.9836329,-82.2756468
FZkQ,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,8ZKX,Seminole,33772,27.8397466,-82.7912134
3iTA,Lake,"32757, 32778, 34748",28.702847,-81.7787021,2Amb,Servicio de Taxi Sorrento,32776,28.80777,-81.5636838
R3J9,Volusia,"32114, 32127, 32725",29.0279842,-81.0754657,a730,Sevilla,32092,29.3169208,-81.4925714
tU6j,Martin,"34994, 34997, 34957",27.0804935,-80.4103957,ltwM,Sewall s Point,,27.1994926,-80.2022684
ewsB,Taylor,"32348, 32356",30.0993767,-83.6773928,qQLN,Shady Grove,32357,30.2879876,-83.6318182
5wfH,Okaloosa,"32536, 32547, 32578",30.5773401,-86.6611083,FOR2,Shalimar,32579,30.4457544,-86.5791189
h3gm,Brevard,"32901, 32940, 32955",28.263933,-80.7214417,PIry,Sharpes,32959,28.4322252,-80.7600541
c32n,Dixie,"32628, 32648",29.5207227,-83.1649001,DYpp,Shired Island,32648,29.397778,-83.2017999
7Ohv,Sarasota,"34231, 34236, 34243",27.1995986,-82.345189,MF3F,Siesta Key,34242,27.2669722,-82.546344
8cau,Lake,"32757, 32778, 34748",28.702847,-81.7787021,8Yi1,Silver Lake,34689,28.8419338,-81.7984118
C3hu,Marion,"34470, 34481, 34488",29.2787765,-82.12784,3A9M,Silver Springs,34488,29.2180314,-82.0561425
119o,Marion,"34470, 34481, 34488",29.2787765,-82.12784,w9ub,Silver Springs Shores,34472,29.1044237,-82.0206428
GAVm,Palm Beach,"33401, 33411, 33480",26.6514503,-80.2767327,MTfM,Singer Island,33404,26.7850625,-80.0375408
VBEu,Desconocido,,,,a9fh,Slocomb,36375,27.6648274,-81.5157535
wgP7,Jackson,"32446, 32448",30.7150882,-85.1894045,PK9P,Sneads,32460,30.707692,-84.9243663
P0xo,Charlotte,"33948, 33952, 33981",26.8946009,-81.909826,enQp,Solana,33950,26.9428897,-82.0259789
W3lc,Wakulla,"32327, 32346",30.1301689,-84.3542049,SKQU,Sopchoppy,32358,30.0599251,-84.4887916
eA1n,Orange,"32801, 32839, 32789",28.4844995,-81.2518833,QfQB,South Apopka,32703,28.6619425,-81.5095165
HfV4,Palm Beach,"33401, 33411, 33480",26.6514503,-80.2767327,0FSH,South Bay,33493,26.6639559,-80.7161701
REq3,Palm Beach,"33401, 33411, 33480",26.6514503,-80.2767327,mHuP,South Palm Beach,33480,26.588958,-80.0386522
tP4N,Brevard,"32901, 32940, 32955",28.263933,-80.7214417,YfA6,South Patrick Shores,32937,28.2022336,-80.6094965
FM7B,Bay,"32401, 32405, 32444",30.1805306,-85.684578,y8hl,Southport,32409,30.2903306,-85.6524784
8Aft,Broward,"33004, 33301, 33324",26.190096,-80.365865,5xFK,Southwest Ranches,33330,26.0441352,-80.3375986
mUr3,Marion,"34470, 34481, 34488",29.2787765,-82.12784,I0Ix,Sparr,32192,29.3385846,-82.1125926
EBet,Hernando,"34601, 34608, 34609",28.5578826,-82.4752757,I0WF,Spring Hill,"34606, 34609",28.4831682,-82.5369872
2mxW,Hernando,"34601, 34608, 34609",28.5578826,-82.4752757,VDPF,Spring Lake,33598,28.4936077,-82.3028673
wOxP,Bay,"32401, 32405, 32444",30.1805306,-85.684578,gz0L,Springfield,32401,30.1532572,-85.6113154
8MDP,St. Johns,"32080, 32082, 32084",29.9719419,-81.4278984,S5ZE,St. Augustine,"32080, 32084, 32092",29.8921835,-81.3139313
DNk1,St. Johns,"32080, 32082, 32084",29.9719419,-81.4278984,EOYz,St. Augustine Beach,32080,29.8446358,-81.2674159
RAsz,Osceola,"34741, 34744, 34746",28.1019838,-81.0754657,2uLT,St. Cloud,"34769, 34771, 34772",28.2488949,-81.2812895
2xv1,Franklin,"32320, 32322",29.7817695,-84.8567932,KfC9,St. George,31647,29.6584899,-84.8802444
gmEa,Lee,"33901, 33908, 33919",26.6630286,-81.9534815,KoqC,St. James City,33956,26.497579,-82.0784257
gdO2,St. Johns,"32080, 32082, 32084",29.9719419,-81.4278984,6wfi,St. Johns,32259,30.0820653,-81.5471201
iCs0,St. Lucie,"34952, 34983, 34986",27.3225563,-80.543845,xl20,St. Lucie Village,34946,27.499208,-80.3421984
mMNU,Wakulla,"32327, 32346",30.1301689,-84.3542049,Zfvx,St. Marks,32355,30.1610379,-84.2062825
USvO,Baker,"32040, 32063",30.3931168,-82.3017728,6MBU,St. Marys,31558,30.2757837,-82.1615179
2BPR,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,emDA,St. Pete Beach,33706,27.7428134,-82.7504542
6ZLK,Marion,"34470, 34481, 34488",29.2787765,-82.12784,WMhc,Stanton,32164,28.9963717,-81.9150831
8cb2,Bradford,"32091, 32044",29.9723818,-82.1713632,8DA3,Starke,32091,29.9441298,-82.1098275
8yPH,Taylor,"32348, 32356",30.0993767,-83.6773928,J1BH,Steinhatchee,32359,29.6710597,-83.387638
CzGE,Martin,"34994, 34997, 34957",27.0804935,-80.4103957,J1VX,Stuart,"34994, 34996",27.197548,-80.2528257
RKNv,Citrus,"34429, 34448, 34465",28.8848842,-82.5185837,IQu4,Sugarmill Woods,34446,28.7322082,-82.5062087
9lmh,Liberty,"32321, 32334",30.1507777,-84.8567932,zAxj,Sumatra,32335,30.0202022,-84.9790797
r218,St. Johns,"32080, 32082, 32084",29.9719419,-81.4278984,j1qN,Summer Haven,32080,29.6991388,-81.2233987
phP5,Marion,"34470, 34481, 34488",29.2787765,-82.12784,BN5R,Summerfield,34491,29.0075675,-82.0205527
zJGM,Monroe,"33036, 33040, 33050",25.2974483,-81.0754657,J4ZX,Summerland Key,33042,24.6613356,-81.4448502
wCHl,Levy,"32621, 32696",29.3178545,-82.820974,cRN5,Sumner,32693,29.21667,-82.96778
FXKx,Sumter,"33513, 33585, 34785",28.6747526,-82.0842901,YD66,Sumterville,33585,28.7449901,-82.063418
TyeM,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,R17I,Sun City Center,33573,27.718086,-82.351759
YeAx,Lee,"33901, 33908, 33919",26.6630286,-81.9534815,4pss,Suncoast Estates,33917,26.7117361,-81.8689746
Cat7,Washington,"32428, 32462",30.548737,-85.684578,FGYQ,Sunny Hills,32428,30.5388941,-85.5854238
jNrx,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,jfBU,Sunny Isles Beach,33160,25.9428707,-80.1233802
JUUN,Bay,"32401, 32405, 32444",30.1805306,-85.684578,drc6,Sunnyside,32407,30.2575989,-85.9605216
n1AK,Broward,"33004, 33301, 33324",26.190096,-80.365865,9pOr,Sunrise,"33322, 33351",26.1669711,-80.256595
1S68,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,VvmY,Sunset Corners,33173,25.7020465,-80.3339413
ffIm,Brevard,"32901, 32940, 32955",28.263933,-80.7214417,XgQn,Suntree,32940,28.2276677,-80.688865
opPy,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,iStX,Surfside,33154,25.8784284,-80.1256007
3rOW,Dixie,"32628, 32648",29.5207227,-83.1649001,kpA6,Suwannee,32692,29.3288499,-83.1442944
rlG5,Okaloosa,"32536, 32547, 32578",30.5773401,-86.6611083,Q7i9,Svea,32564,30.966143,-86.403984
OAay,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,HrxE,Sydney,33587,27.9633563,-82.2073118
lbNI,Highlands,"33825, 33852, 33870",27.3688418,-81.2518833,AD4E,Sylvan Shores,33852,27.3222211,-81.3454417
6dAC,Leon,"32301, 32308, 32312",30.4906177,-84.1857115,ML39,Tallahassee,"32301, 32303, 32308",30.4381828,-84.2806235
GrJk,Manatee,"34205, 34221, 34211",27.4799195,-82.345189,ffbc,Tallevast,34270,27.4017098,-82.5428749
uE7c,Broward,"33004, 33301, 33324",26.190096,-80.365865,B6Xu,Tamarac,"33309, 33321",26.2128609,-80.2497707
W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527
pEed,Orange,"32801, 32839, 32789",28.4844995,-81.2518833,mHsg,Tangerine,32777,28.7649933,-81.6306298
Nq9L,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,3IGC,Tarpon Springs,"34688, 34689",28.1461248,-82.7567679
KQoc,Sumter,"33513, 33585, 34785",28.6747526,-82.0842901,ovQw,Tarrytown,33597,28.55472,-82.05472
QkLl,Lake,"32757, 32778, 34748",28.702847,-81.7787021,LWB4,Tavares,32778,28.8041579,-81.725632
iiLm,Monroe,"33036, 33040, 33050",25.2974483,-81.0754657,KNHV,Tavernier,33070,25.0115186,-80.5150608
4ZWw,Okeechobee,"34972, 34974",27.3462015,-80.8986502,wZEc,Taylor Creek,34974,27.2167137,-80.7895041
xwo8,Palm Beach,"33401, 33411, 33480",26.6514503,-80.2767327,6Svr,Tequesta,33469,26.9636401,-80.1121493
KcHd,Manatee,"34205, 34221, 34211",27.4799195,-82.345189,1GGy,Terra Ceia,34250,27.5794799,-82.5803751
4ZSv,Marion,"34470, 34481, 34488",29.2787765,-82.12784,UIPT,The Villages,"32162, 32163",28.927019,-82.0037608
c5uS,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,UGDG,Thonotosassa,33592,28.0614065,-82.3023128
zLvX,Lee,"33901, 33908, 33919",26.6630286,-81.9534815,GK4r,Tice,33905,26.674793,-81.8150845
080A,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,QInF,Tierra Verde,33715,27.6919746,-82.7234337
97NU,Santa Rosa,"32533, 32561, 32570",30.7689907,-86.9824288,9Dbj,Tiger Point,32563,30.37833,-87.05556
IFsM,Hernando,"34601, 34608, 34609",28.5578826,-82.4752757,SB8d,Timber Pines,34606,28.470276,-82.6031551
a8P0,Brevard,"32901, 32940, 32955",28.263933,-80.7214417,RBJA,Titusville,"32780, 32796",28.6122187,-80.8075537
fOTb,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,dEd9,Treasure Island,33706,27.7691937,-82.7689906
O4sL,Gilchrist,"32619, 32693",29.6871128,-82.820974,D1JG,Trenton,32693,29.6132942,-82.8176203
cuiD,Pasco,"34637, 34652, 34668",28.3232418,-82.4319405,qWvZ,Trilby,,28.4624986,-82.1948076
mewx,Pasco,"34637, 34652, 34668",28.3232418,-82.4319405,5eRo,Trilcoochee,33523,28.4638876,-82.1831406
G2v2,Charlotte,"33948, 33952, 33981",26.8946009,-81.909826,bjWg,Tropical Gulf Acres,33955,26.8420092,-81.9909212
n0vZ,Lee,"33901, 33908, 33919",26.6630286,-81.9534815,Nz1R,Truckland,32310,26.4989675,-81.9678675
lFtE,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,XkvB,Turkey Creek,33823,27.97778,-82.185
wdi5,Jackson,"32446, 32448",30.7150882,-85.1894045,0Ewg,Two Egg,32432,30.8525,-85.07639
MClb,Lake,"32757, 32778, 34748",28.702847,-81.7787021,BIEV,Umatilla,32784,28.9294316,-81.6656305
n8dM,Volusia,"32114, 32127, 32725",29.0279842,-81.0754657,5XL3,University Circle,34109,29.3113919,-81.053903
ZQzr,Bay,"32401, 32405, 32444",30.1805306,-85.684578,W4ao,Upper Grand Lagoon,32408,30.1632579,-85.7407638
MRcP,Okaloosa,"32536, 32547, 32578",30.5773401,-86.6611083,8FTG,Valparaiso,32580,30.5085309,-86.5027282
Ye5b,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,HGEX,Valrico,"33594, 33596",27.9462615,-82.2420317
2xjH,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,HGEX,Valrico,"33594, 33596",27.9462615,-82.2420317
ba45,Sarasota,"34231, 34236, 34243",27.1995986,-82.345189,DkRg,Venecia,34285,27.0997775,-82.4542632
k2vX,Highlands,"33825, 33852, 33870",27.3688418,-81.2518833,TNUH,Venus,33960,27.0669705,-81.3571134
Q7Km,St. Johns,"32080, 32082, 32084",29.9719419,-81.4278984,KgYX,Vermont Heights,32084,29.81,-81.397222
vmv0,Manatee,"34205, 34221, 34211",27.4799195,-82.345189,dwYf,Verna,34251,27.3872659,-82.2681466
Ddjk,Washington,"32428, 32462",30.548737,-85.684578,4CM5,Vernon,32462,30.6229702,-85.7121531
6DVM,Indian River,"32960, 32963, 32966",27.6947732,-80.543845,QPYU,Vero Beach,"32960, 32962, 32966",27.6386434,-80.3972736
wYNY,Indian River,"32960, 32963, 32966",27.6947732,-80.543845,Gsoy,Vero Lake Estates,32967,27.745,-80.52806
x9HW,Bay,"32401, 32405, 32444",30.1805306,-85.684578,3MLY,Vicksburg,32401,30.3257537,-85.664651
LNLG,Palm Beach,"33401, 33411, 33480",26.6514503,-80.2767327,clgH,Village of Golf,33436,26.5025039,-80.1065646
wL9f,Collier,"34102, 34112, 34120",26.069985,-81.4278984,EE8j,Vineyards,34119,26.2225067,-81.7294702
8sN0,Indian River,"32960, 32963, 32966",27.6947732,-80.543845,OTxX,Wabasso,32970,27.7483622,-80.4361629
w9NZ,Indian River,"32960, 32963, 32966",27.6947732,-80.543845,RuaP,Wabasso Beach,32963,27.7647502,-80.3989397
iJ9y,Jefferson,"32344, 32336",30.4311978,-83.8897057,GqLs,Wacissa,32361,30.3585373,-83.9871096
oj4q,Wakulla,"32327, 32346",30.1301689,-84.3542049,zvTb,Wakulla Beach,32327,30.109167,-84.259167
ff0A,Wakulla,"32327, 32346",30.1301689,-84.3542049,iRIj,Wakulla Springs,32327,30.2335355,-84.3051759
aBdi,Alachua,"32601, 32605, 32608",29.6579549,-82.3017728,E5YF,Waldo,32694,29.7896882,-82.1673248
tE9b,Escambia,"32501, 32506, 32514",30.6389408,-87.3413599,aYar,Walnut Hill,32568,30.8854631,-87.5099827
N5UD,Escambia,"32501, 32506, 32514",30.6389408,-87.3413599,qGxH,Warrington,32507,30.3840876,-87.2749721
FGvc,Bay,"32401, 32405, 32444",30.1805306,-85.684578,7XuZ,Watersound,32461,30.2950279,-86.0259582
dTL6,Columbia,"32024, 32025, 32055",30.1812696,-82.605118,djvA,Watertown,32055,30.1924537,-82.6145673
59VF,Hardee,"33873, 33890",27.4501733,-81.8224362,92CS,Wauchula,33873,27.5472589,-81.8114715
1Mql,Hardee,"33873, 33890",27.4501733,-81.8224362,50d1,Wauchula Hills,33873,27.5767025,-81.8192493
OFIf,Jefferson,"32344, 32336",30.4311978,-83.8897057,sxCQ,Waukeenah,32344,30.4113148,-83.9529426
vW3U,Washington,"32428, 32462",30.548737,-85.684578,dTlw,Wausau,32463,30.6321375,-85.5888182
NDQy,Polk,"33801, 33813, 33880",27.8617347,-81.6911559,gRpK,Waverly,33877,27.9789109,-81.6139657
U9JJ,Sumter,"33513, 33585, 34785",28.6747526,-82.0842901,R7I3,Webster,,28.6099949,-82.0550827
arRE,Orange,"32801, 32839, 32789",28.4844995,-81.2518833,vLMo,Wedgefield,32833,28.4877802,-81.0772851
G9A2,Hernando,"34601, 34608, 34609",28.5578826,-82.4752757,KeJ3,Weeki Wachee Gardens,34607,28.5336062,-82.6295449
zKM0,Marion,"34470, 34481, 34488",29.2787765,-82.12784,H0V2,Weirsdale,32195,28.9818793,-81.9244429
5lRi,Seminole,"32707, 32746, 32773",28.7131688,-81.2078164,F1TG,Wekiwa Springs,32779,28.7022151,-81.4188377
ERca,Putnam,"32177, 32148, 32131",29.6265157,-81.7787021,RBDX,Welaka,32193,29.4791378,-81.6714687
hdhq,Suwannee,"32060, 32064",30.2485096,-82.9931607,8N04,Wellborn,32094,30.2304453,-82.8192807
LpL2,Palm Beach,"33401, 33411, 33480",26.6514503,-80.2767327,9W64,Wellington,33414,26.6617635,-80.2683571
j5qg,Pasco,"34637, 34652, 34668",28.3232418,-82.4319405,CQ72,Wesley Chapel,"33543, 33544",28.240527,-82.3272551
ndZp,Bay,"32401, 32405, 32444",30.1805306,-85.684578,hRfE,West Bay,32413,30.2918668,-85.8596562
kcUr,Manatee,"34205, 34221, 34211",27.4799195,-82.345189,T5FH,West Bradenton,"34205, 34209",27.5025384,-82.6139868
7gEO,Volusia,"32114, 32127, 32725",29.0279842,-81.0754657,r91R,West De Land,32720,29.0158182,-81.3331189
9tZp,Broward,"33004, 33301, 33324",26.190096,-80.365865,WGVR,West Dixie Bend,33068,26.3159126,-80.2014355
JI5b,Hamilton,"32052, 32053",30.4755958,-82.9501558,vzFt,West Lake,33470,30.5029927,-83.1145835
Z9d0,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,Jjjn,West Miami,33144,25.7560648,-80.2956711
WpVu,Palm Beach,"33401, 33411, 33480",26.6514503,-80.2767327,AT0H,West Palm Beach,"33401, 33409, 33417",26.7144532,-80.0549456
VIp0,Bay,"32401, 32405, 32444",30.1805306,-85.684578,5LMm,West Panama City Beach,32413,30.1765914,-85.8054879
StZv,Escambia,"32501, 32506, 32514",30.6389408,-87.3413599,vukT,West Pensacola,32505,30.4265866,-87.2796948
uiTs,Indian River,"32960, 32963, 32966",27.6947732,-80.543845,3ImH,West Vero Corridor,32966,27.6391732,-80.4795397
ZgUv,Palm Beach,"33401, 33411, 33480",26.6514503,-80.2767327,30zB,Westgate,33409,26.6989343,-80.0956259
A7Ef,Broward,"33004, 33301, 33324",26.190096,-80.365865,vSXL,Weston,"33326, 33327",26.1003654,-80.3997748
w89x,Holmes,"32425, 32427",30.8740806,-85.80766,6YFB,Westville,32464,30.7722806,-85.8501424
EHbB,Gulf,"32456, 32465",29.9342893,-85.2308414,66OB,Wewahitchka,32465,30.1127004,-85.2004716
2tyA,Palm Beach,"33401, 33411, 33480",26.6514503,-80.2767327,4fuF,Whisper Walk,33496,26.3978762,-80.1850623
zRNJ,Okeechobee,"34972, 34974",27.3462015,-80.8986502,1rh4,Whispering Pines,32709,27.277545,-80.8395053
rNwt,St. Lucie,"34952, 34983, 34986",27.3225563,-80.543845,ExCn,White City,34982,27.3739304,-80.3339391
wmn6,Hamilton,"32052, 32053",30.4755958,-82.9501558,HOAH,White Springs,32096,30.3296697,-82.7590165
3Vth,St. Johns,"32080, 32082, 32084",29.9719419,-81.4278984,S74A,Whites Ford,32092,30.0276264,-81.5239576
C9ua,Volusia,"32114, 32127, 32725",29.0279842,-81.0754657,c8tK,Wilbur-By-The-Sea,32127,29.1289351,-80.9574023
rbpu,Sumter,"33513, 33585, 34785",28.6747526,-82.0842901,KU50,Wildwood,34785,28.8655006,-82.0379317
Oy3h,Levy,"32621, 32696",29.3178545,-82.820974,H9N9,Williston,32696,29.38747,-82.4467705
GZue,Levy,"32621, 32696",29.3178545,-82.820974,UD8D,Williston Highlands,32696,29.3405248,-82.5414954
uMfF,Manatee,"34205, 34221, 34211",27.4799195,-82.345189,8hjy,Willow,32454,27.6444779,-82.3464812
Y762,Broward,"33004, 33301, 33324",26.190096,-80.365865,Pqsm,Wilton Manors,"33305, 33334",26.1603626,-80.138934
vIa4,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,QMUL,Wimauma,33598,27.7124855,-82.2982952
G9ll,Orange,"32801, 32839, 32789",28.4844995,-81.2518833,7YS2,Windermere,34786,28.4955593,-81.5347952
X4m4,Indian River,"32960, 32963, 32966",27.6947732,-80.543845,vOUt,Windsor,32694,27.7883605,-80.4142177
WZQX,Indian River,"32960, 32963, 32966",27.6947732,-80.543845,zcn4,Winter Beach,32971,27.7191964,-80.4206071
3Oh6,Orange,"32801, 32839, 32789",28.4844995,-81.2518833,LVYL,Winter Garden,34787,28.5652787,-81.5861847
Htfu,Polk,"33801, 33813, 33880",27.8617347,-81.6911559,GI94,Winter Haven,"33880, 33881",28.0222435,-81.7328567
jilx,Orange,"32801, 32839, 32789",28.4844995,-81.2518833,HRXR,Winter Park,"32789, 32792",28.5999998,-81.3392352
